Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Khandash	MESL	mesl_khandash.jpg	Character	character	Man	Dual	-	[MP: 0; Mind: 2; DI: 0; P/B: 4/7]---W---Man. Unique. +2 DI against the Haradrim faction.  May use two Southron Scimitars (both modifiers count). -1 to his CP if not at or moving to a site in the Sun-lands or its adjacent regions.Home site: Amrun, Korondaj.	-	-	Warrior	2.0	0.0	-	4.0	7.0	-	Amrun, Korondaj	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lardin Aril	MESL	mesl_lardinaril.jpg	Character	character	Sinda Elf	Hero	-	[MP: 1; Mind: 4; DI: 1; P/B: 2/8]---Sa---Elf. Unique. Sinda. You may play Ancient Skill and Wisdom on Lardin. He may play Counterfeit on himself as if a spell; he is then considered a Man character (not an Elf). Discard Counterfeit during the organization phase if you so choose.Home site: Hau Nysrin, Lorien.	1	-	Sage	4.0	1.0	-	2.0	8.0	-	Hau Nysrin, Lorien	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lomelinde	MESL	mesl_lomelinde.jpg	Character	Agent	Dunadan	Minion	-	[MP: 1; Mind: 4; DI: 1; P/B: 4/8]---W/Sc---Dunadan. Unique. Agent. Agent only: tap: attack a company during its movement/hazard phase with +1 strikes.Home site: Dusalan, Ro-mollo, Umbar.	1	-	Warrior Scout	4.0	1.0	-	4.0	8.0	-	Dusalan, Ro-mollo, Umbar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Manari Akaji	MESL	mesl_manariakaji.jpg	Character	character	Man	Dual	-	[MP: 2; Mind: 5; DI: 2; P/B: 3/9]---R/Sa---Man. UUnique. May not be a starting character unless you start the game at a site in the Sunlands.     If Manari is still in play after making a body check, you may take Fated Individual from your sideboard to your hand. If Fated Individual is played on him: -2 mp if eliminated. Home site: any Border-hold in the Sunlands.	2	-	Ranger Sage	5.0	2.0	-	3.0	9.0	-	any Border-hold in the Sun-lands	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Melorak	MESL	mesl_melorak.jpg	Character	character	Man	Minion	-	[MP: 2; Mind: 6; DI: 2; P/B: 4/8]---Sa/D---Man. Unique. Can use shadow-magic.     tap: play Black Breath on an opponent's wounded non-avatar character at the same site.Home site: Bozisha-Dar.	2	-	Sage Diplomat Shadow-magic	6.0	2.0	-	4.0	8.0	-	Bozisha-Dar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Miruimor	MESL	mesl_miruimor.jpg	Character	character	Dunadan	Minion	-	[MP: 3; Mind: 8; DI: 2; P/B: 4/8]---W/Sa/D---Dunadan. Unique. Can use sorcery. +2 DI against Men and Orcs. May be in a company with Orcs and Undead characters.Home site: Thuringwathost, Umbar.	3	-	Warrior Sage Diplomat Sorcery	8.0	2.0	-	4.0	8.0	-	Thuringwathost, Umbar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nazog	MESL	mesl_nazog.jpg	Character	character	Half-orc Orc	Minion	-	[MP: 2; Mind: 7; DI: 2; P/B: 5/9]---W/Sc/D---Orc. Unique. Half-orc. Leader. Discard on a body check result of 9. +1 DI against Orcs and Men with a home site in the Sunlands.   +1 prowess when in the Sunlands. Double the bonus to DI from any trophies he bears. Home site: Sturlurtsa, any Orc-hold in a Desert region.	2	-	Warrior Scout Diplomat	7.0	2.0	-	5.0	9.0	-	Sturlurtsa, any Orc-hold in a Desert region	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Niluphel	MESL	mesl_niluphel.jpg	Character	character	Dunadan	Hero	-	[MP: 2; Mind: 5; DI: 1; P/B: 2/9]---Sc/Sa---Dunadan. Unique. +2 DI against Dunedain with a home site in the Sun-lands. If Urezir or Urekhad has been eliminated, Niluphel becomes a leader, gains the warrior skill and +2 prowess. Home site: Hazaj Tollin, Monastery of the True Faith.	2	-	Scout Sage	5.0	1.0	-	2.0	9.0	-	Hazaj Tollin, Monastery of the True Faith	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nuluzir	MESL	mesl_nuluzir.jpg	Character	Agent	Man	Minion	-	[MP: 1; Mind: 4; DI: 1, P/B: 4/7]---W/D---Man. Unique. Agent. +2 DI. Against factions playable only at sites in Bellazen, Bozisha-Miraz, or Tulwang. Agent only: Pirates may be played keyed to his current Port site in the Sunlands as if keyed to Coastal Sea.Home site: Bur Esmer, Urezayan.	1	-	Warrior Diplomat	4.0	1.0	-	4.0	7.0	-	Bur Esmer, Urezayan	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
On-Eno	MESL	mesl_oneno.jpg	Character	Agent	Wose	Minion	-	[MP: 1; Mind: 4; DI: 0; P/B: 1/9]---Sc/Sa---Wose. Unique. Agent. +2 DI against Wose characters. +2 DI against Wose factions playable at sites in the Sunlands. -1 to his CC if not at or moving to a site in the Sunlands. Agent only: tap: take Spirit of Oku-Tori from your sideboard or discard pile to your hand (counts as one against the hazard limit).Home site: any Wose-hold in the Sunlands	1	-	Scout Sage	4.0	0.0	-	1.0	9.0	-	any Wose-hold in the Sunlands	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
On-Ikana	MESL	mesl_onikana.jpg	Character	character	Wose	Hero	-	[MP: 2; Mind: 5; DI: 2; P/B: 3/8]---W/Sc/R---Wose. Unique. +2 DI against Woses. -1 to his CP if not at or moving to a site in the Sun-lands.     tap: cancel an attack keyed to a Jungle region [j] against his company.Home site: Auz Azunan.	2	-	Warrior Scout Ranger	5.0	2.0	-	3.0	8.0	-	Auz Azunan	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Peshtin	MESL	mesl_peshtin.jpg	Character	character	Man	Hero	-	[MP: 1; Mind: 3; DI: 1; P/B: 3/7]---W/Sa---Man. Unique. +2 EI against the Clan Masra faction. If Peshtin is at or moving to a site in the Sunlands, you may discard from hand (for no other effect) a Glamour of Surpassing Excellence to force an opponent to reveal two hazards from his hand (or else his whole hand). Home site: Tul Isra, Tul Poa	1	-	Warrior Sage	3.0	1.0	-	3.0	7.0	-	Tul Isra, Tul Poac	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sakalthor	MESL	mesl_sakalthor.jpg	Character	Agent	Dunadan	Dual	-	[MP: 2; Mind: 5; DI: 2; P/B: 3/8]---Sa/D---Dunadan. Unique. Agent. Grey agent. +2 EI against factions playable at sites in Bellazen, Felaya, or Bozisha-Miraz. -1 to his CPC.     Agent only: Politics may be played on any Dunadan character at his current site, if another character with a higher mind is in the company (as if a Lord). Home site: Hazaj Tollin, Korlea.	1	-	Sage Diplomat	5.0	2.0	-	3.0	8.0	-	Hazaj Tollin, Korlea	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sakalure	MESL	mesl_sakalure.jpg	Character	character	Man	Minion	-	[MP: 2; Mind: 5; DI: 2; P/B: 3/8]---R/Sa---Man. Unique. Can use spirit-magic. Unless he controls an animal ally, his company may normally move only 3 regions.    If in a company by himself his hazard limit minimum is 1 rather than 2. Home site: Bozisha-Dar, Sarul.	2	-	Ranger Sage Spirit-magic	5.0	2.0	-	3.0	8.0	-	Bozisha-Dar, Sarul	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sangahyando	MESL	mesl_sangahyando.jpg	Character	character	Dunadan	Minion	-	[MP: 2; Mind: 6; DI: 2; P/B: 3/9]---Sa/D---Dunadan. Unique. Can use shadow-magic. +2 DI against Dunedain.      If he is at Angamaite's site of departure, you may wound Sangahyando to cancel an attack against Angamaite's company (no body check required). Home site: Gobel Mirlond, Umbar.	2	-	Sage Diplomat Shadow-magic	6.0	2.0	-	3.0	9.0	-	Gobel Mirlond, Umbar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Savgak	MESL	mesl_savgak.jpg	Character	character	Uruk-hai Orc	Minion	-	[MP: 2; Mind: 5; DI: 2; P/B: 6/8]---W---Orc. Unique. Uruk-hai. Leader. Discard on a body check result of 8. +2 DI against Orcs with a lower mind and prowess. +1 prowess against Dwarves and Men. Home site: Fhul.	2	-	Warrior	5.0	2.0	-	6.0	8.0	-	Fhul	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tabaya Kas	MESL	mesl_tabayakas.jpg	Character	character	Man	Hero	-	[MP: 2; Mind: 6; DI: 2; P/B: 5/8]---W/R/D---Man. Unique. +2 DI against characters and factions playable at sites in Isra or its adjacent regions. +1 prowess against Orcs. +2 DI against the Clan Masra faction.      If Tabaya bears an item only playable at sites in the Sunlands (or with a surface site in the Sunlands), he becomes a leader. Home site: Tul Isra, Tul Harar.	2	-	Warrior Ranger Diplomat	6.0	1.0	-	5.0	8.0	-	Tul Isra, Tul Harar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tartas Izain	MESL	mesl_tartasizain.jpg	Character	character	Man	Minion	-	[MP: 2; Mind: 6; DI: 2; P/B: 5/8]---W/Sc/Sa---Man. Unique. +2 DI against Clan Bulgan faction. If you are Akhorahil he can use spirit-magic.Home site: Tul Isra.	2	-	Scout Sage Diplomat Spirit-magic	6.0	2.0	-	5.0	8.0	-	Tul Isra	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tarvaran	MESL	mesl_tarvaran.jpg	Character	Agent	Man	Minion	-	[MP: 1; Mind: 3; DI: 1; P/B: 2/7]---Sa---Man. Unique. Agent. +2 prowess if you have Cult of Vatra in play. If Cult of the Dark Lord is in play he can use spirit-magic.Unique. Agent. +2 prowess if you have Cult of Vatra in play. If Cult of the Dark Lord is in play he can use spirit-magic.Home site: Bozisha-Dar, Tresti, Tul Isra.	1	-	Sage Spirit-magic	3.0	1.0	-	2.0	7.0	-	Bozisha-Dar, Tresti, Tul Isra	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Urekhad	MESL	mesl_urekhad.jpg	Character	character	Dunadan	Hero	-	[MP: 1; Mind: 4; DI: 0; P/B: 5/8]---W---Dunadan. Unique. +2 DI if he bears a unique battle-gear item. +1 prowess if at or moving to a Port or Battleground site.Home site: Hazaj Tollin, Nilulonde.	1	-	Warrior	4.0	0.0	-	5.0	8.0	-	Hazaj Tollin, Nilulonde	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Urezir	MESL	mesl_urezir.jpg	Character	character	Dunadan	Hero	-	[MP: 2; Mind: 6; DI: 1; P/B: 5/8]---W/R---Dunadan. Unique. +2 DI against Dunedain with a home site in the Sun-lands. +1 prowess against Men. +1 prowess in CvCC if your opponent is Sauron.Home site: Korlea, Pelargir.	2	-	Warrior Ranger	6.0	1.0	-	5.0	8.0	-	Korlea, Pelargir	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Vaal Gark	MESL	mesl_vaalgark.jpg	Character	Agent	Half-elf Elf	Dual	-	[MP: 2; Mind: 6; DI: 1; P/B: 6/9]---W/R---Elf. Unique. Half-elf. Desert-screamer. Agent. Grey Agent. +2 DI against the Desert Screamers faction. You may play Counterfeit on Vaal Gark without any requirements (also as a hero resource): during the untap phase you may choose for Vaal Gark to be either a Dunadan or Man for the effects of non-enviroment hazards and non-item resources.     Agent only: tap: at a company's new site in a Desert [e] region to attack that company during its movement/hazard phase with +2 prowess. Home site: any Haven site in the Sunands.	2	-	Warrior Ranger	6.0	1.0	-	6.0	9.0	-	any Haven site in the Sun-lands	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Zokhad	MESL	mesl_zokhad.jpg	Character	character	Man	Dual	-	[MP: 1; Mind: 4; DI: 0; P/B: 5/7]---W---Man. Unique. +1 prowess when at or moving to a site in a Coastal Sea [c] region or a Port. -1 to his CP.Home site: Dusalan, Umbar.	1	-	Warrior	4.0	0.0	-	5.0	7.0	-	Dusalan, Umbar	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Call of the Desert	MESL	mesl_callofthedesert.jpg	Hazard	Permanent-event	Corruption	Neutral	-	[CP: 1] Corruption. Playable on a non-avatar character. Target character receives 1 corruption point and must make a CP at the end of the movement/hazard phase for each Desert [e] in his company's site path (modified by +1 if the character has a home site in the Sun-lands).     During the organization phase, target character may tap to attempt to remove this card by making a roll; discard this card if the result is greater than 6. Cannot be duplicated on a given character.	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Cobras	MESL	mesl_cobras.jpg	Hazard	Creature	Animals Vermin	Neutral	-	[MP: 1; P/B: 5/0] {Playable: Jungle}  Animals. Vermin. 3 strikes. Non-detainment. Attacker chooses the first defending character. May also be played keyed to a Ruins & Lairs [R] or a Border- hold [B] in the Great Central Plains or the Sunlands. May also be revealed as an on-guard creature at any site in the Great Central Plains, Gondor, Mordor or the Sunlands, if you tap an agent at the site. Venomous Sting may be played immediately on a character wounded by Cobras (it may be taken from discard pile or sideboard).	1	-	-	-	-	-	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Demons of Vatra	MESL	mesl_demonsofvatra.jpg	Hazard	Creature	Demons	Neutral	-	[MP: 2; P/B: 12/5] Demons. {Playable: Triple Desert} 2 strikes. May also be played keyed to a Ruins & Lairs [R] that has two Deserts [ee] or one Desert and one Shadow-land [s] in its site path. If Demons of Vatra attacks and is not defeated, you may reveal twice as many cards from the top of your play deck as there are characters in the defending company and take one revealed creature playable on the company to your hand (shuffle the rest into your play deck).	2	-	-	-	-	-	12.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Drought	MESL	mesl_drought.jpg	Hazard	Permanent-event	Environment	Neutral	-	Environment. All attacks keyed to a Desert [e] region or at sites in a Desert region receive +1 prowess. All factions in play at sites in a Desert region are worth 1 less mp (to a minimum of 1). River cannot be played on a site in a Desert.     For every copy of either Sun or Drought in play any region adjacent to a Desert region is also considered a Desert region.  Discard Drought if the Reach of Ulmo comes into play.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Echoes Of Numenor's Fall	MESL	mesl_echoesofnumenorsfall.jpg	Hazard	Permanent-event	Environment	Neutral	-	Environment. Each player may bring one Storms of Osse, Drowning Seas, or a creature normally keyable to Coastal Sea [c] from his discard pile to his play deck (reshuffle) during the end-of-turn phase.     Discard this card when any play deck is exhausted. Cannot be duplicated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Juthjuth	MESL	mesl_juthjuth.jpg	Hazard	Creature	Spider Vermin	Neutral	-	[MP: 1; P/B: 7/0] Spider. Vermin. 1 strike. Attacker chooses defending non-scout characters. May be played at any site in the Sunlands or adjacent regions.  Memories Stolen may be played on a character wounded by Juthjuth this turn.	1	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Kraken	MESL	mesl_kraken.jpg	Hazard	Creature	Animal	Neutral	-	[MP: 2; P/B: 10/0] Animal. {Playable: Double Coastal Sea} 1 attack (with 2 strikes) for each Coastal Sea [c] region in the site path. At least 2 Coastal Seas in the site path are required. A character in the company may tap to cancel 1 of these attacks (2 characters may tap to cancel 2 attacks if Kraken has 3 or more attacks).      If all strikes of this creature are defeated, make a roll. If the result is less than 4, remove this card from the game instead of putting it in your opponent's mp.  Cannot be duplicated on a given movement/hazard phase.	2	-	-	-	-	-	10.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Ladnoca	MESL	mesl_ladnoca.jpg	Hazard	Permanent-event	Light Enchantment	Neutral	-	Light Enchantment. All attacks against minion companies not using the prowess value to resolve the strike receive +1 prowess and strikes.  Additionally all minion leader traveling in The Sun-lands are affected by Tidings of Doubt and Danger as if a Ringwraith. Nothing to Eat or Drink can be played on a minion company in The Sun-lands regardless of the site the company moves to. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lesinavi	MESL	mesl_lesinavi.jpg	Hazard	Creature	Undead	Neutral	-	[MP: 1; P/B: 7/0] {Playable: Double Desert} Undead. 3 strikes. May also be played keyed to  a Ruins & Lairs [R] or Shadow-hold [S] in a Desert region [e]. Any strike of Lesinavi receives +1 prowess for each defeated strike of the same attack.	1	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Magurgoth	MESL	mesl_magurgoth.jpg	Hazard	Creature/Permanent-event	Demon Spawn	Neutral	-	[MP: 4; P/B: 14/8] Unique. Spawn. Demon. 3 strikes. Playable keyed to Bar Falin and Evefalin Cavern- system.     If Doors of Night is in play may also be played keyed to any adjacent site and to  Narad-dum, Ny Chennacatt and Tartaust.     If played as a permanent-event, any non- unique Orc creature may be played keyed to Yellow Mountains and its adjacent regions.	4	-	-	-	-	-	14.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Maymum	MESL	mesl_maymun.jpg	Hazard	Creature	Animals Apes	Neutral	-	[MP: 1; P/B: 4/0]Animals. Apes. 9 strikes. May also be played keyed to any Wilderness region [w] in the Sunlands and to Ruins & Lairs [R] and Border-holds [B] in a Desert region [e]	1	-	-	-	-	-	4.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.0	0.0	-	1.0
Mirage	MESL	mesl_mirage.jpg	Hazard	Permanent-event	-	Neutral	-	Any moving company with a Desert [e] in its site path must make a roll; subtract from this roll the number of Desert symbols in the site path and add the number of rangers in the company. If the result is less than 5, opponent may replace the company's site with a site in the same or an adjacent region. Cannot be duplicated	-	roadblock	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nehvaari	MESL	mesl_nehvaari.jpg	Hazard	Creature	Pukel-creature	Neutral	-	[MP: 1; P/B: 9/0] Pukel-creature. May be played keyed to any Ruins & Lairs [R] or Shadow-hold [S] in the Sun-lands or in a Desert [e] region. Each character in the company faces one strike. His prowess against such a strike is equal to his mind. If the strike is successful the character is not wounded but he looses all skills until the end of the turn; tap character if untapped.	1	-	-	-	-	-	9.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	-	1.0
Quicksand	MESL	mesl_quicksand.jpg	Hazard	Permanent-event	Environment	Neutral	-	Environment. Playable on a character with a base prowess less than 4 in a company moving to a site in a non-Coastal Sea region in the Sun-lands or its adjacent regions. Every organization phase, make a roll and add the base prowess of every character in the company that taps; if the result is less than 15, target character may not move this turn. Discard this card when the character moves.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Razarac	MESL	mesl_razarac.jpg	Hazard	Creature	Demon	Neutral	-	[MP: 3; P/B: 12/8] Unique. Demon. Flying. 3 strikes. Playable keyed to Mirror of Fire and to non-Haven sites in this region. If Drought is in play Razarac may be played keyed to any Desert [e] region. Each excessive strike modifies the defending character's body by -1.      If a company is moving through Mirror of Fire, once per movement/hazard phase you may make a roll modified by +1 for each character in the company with a home site outside of the Sunlands; if the result is greater than 9, Razarac may be played from the discard pile	2	-	Flying	-	-	-	12.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
