Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard	Text
Angrist	MEML	meml_angrist.jpg	Resource	Special Item	Weapon	Hero	-	4	-	-	-	-	-	2.0	-	3.0	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 4; CP: 3; P: +2(+3)] Unique. Playable at Remains of Thangorodrim or   The Pits of Angband. Weapon. +2 prowess. Armor or helmets cannot be used against a strike from the bearer of Angrist.     A stored Reforging may be placed with Angrist to restore it. If restored: +3 prowess (+5 against Spawn).    tap: take Sharp Blade from your discard pile to your hand.   Man or Dunadan only: tap: at any time to prevent a Spawn permanent-event fom being discarded that phase
Crypt of Skorg	MEML	flip-meml_searchthespires.jpg	Resource	Permanent-event	Quest-Side-B	Minion	-	1	-	-	-	-	-	-	-	-	flip	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Quest.* Quest. This card is used as a site card, Ruins & Lairs [R] (automatic-attack: Traps -- 2 strikes with 9 prowess). Adjacent sites: Mount Gundabad (0), The Under-leas (5), Ancient Deep-hold (5)
Dare Seek Revenge	MEML	flip-meml_evermarkingscar.jpg	Resource	Permanent-event	Quest-Side-B	Dual	-	(*)	-	-	-	-	-	-1.0	-1.0	-2.0	flip rotate invert tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Quest.* During any of your next organization phases, bring target character into play at a site where his nemesis is in play or creates an attack. While his nemesis is in active play, he receives +1 to his prowess and body, and +2 to his CP. Attacks or strikes from his nemesis against his company cannot be cancelled or made ineffectual. Unless he faced a strike from his nemisis that turn, target character taps during the site phase (after any automatic-attacks). Rotate this card 90deg each time he faces a strike from his nemesis. This card gives 1 mp for each time rotated (maximum of 3). Cannot be duplicated on a given character
Denizens Courting Violence	MEML	meml_denizenscourtingviolence.jpg	Resource	Permanent-event	-	Balrog	-	-	-	Balrog Warlord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	[MP: 0; CP: 0; SP: 1] Balrog specific. Playable on a Warlord. You may   bring this card from your sideboard to your play deck (reshuffle) if you have Warden of the Deeps in play. The Warlord may tap to give -1 strike and -2 body to a Spawn attack against his company; he must always be assigned the first strike of any such an attack. Each of your defeated Spawn are worth 2 kill mp and may be taken as trophy. You may discard this card to take Prone to Violence from your discard pile to your hand
Enchantment Broken	MEML	meml_enchantmentbroken.jpg	Resource	Permanent-event	-	Balrog	-	-	Durlach	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	Durlach specific. Playable on Durlach if he controls a Demon fana. Once during the organization phase you may make a roll for Durlach's company, modified by +2 for each magic user that taps and +5 if Released from Bondage or Unhappy World is in play. If greater than 10, his company may move with region or Under-deeps movement to a site that is not his home site. Otherwise, wound Durlach and discard this card
Evermarking Scar	MEML	meml_evermarkingscar.jpg	Resource	Permanent-event	Quest-Side-A	Dual	-	-	-	-	-	-	-	-	-	-	flip rotate invert tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	"[MP: 0; P/B: +1/1 CP: (+2);] Quest. May only be brought into play from your sideboard, if your non-Hobbit, non-Wizard character was wounded this turn by a strike from a unique Demon, Dragon, Maia, Nazgul, or Spawn manifestation (place on the character). Any manifestations of this entity become target character's ""nemesis"". While his nemesis is in active play, he receives +1 to his prowess and body, and +2 to CC. During the organization phase, you may not discard him and he mustmake a CC modified by -4. If he fails, ignore all normal  effects but place him ""off to the side"" with any cards he controls; flip this card. Cannot be duplicated on a character"
Fear From the Deeps	MEML	meml_fearfromthedeeps.jpg	Resource	Permanent-event	-	War-lord	-	-	-	Warlord	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	[SP: 2] Unique. Warlord only. Playable on your avatar Warlord. Your Warlord may play any ally at the non-Darkhaven, non-Freehold surface site of any Under-deeps site where it is normally playable
Forged Below	MEML	meml_forgedbelow.jpg	Resource	Permanent-event	-	Minion	-	-	sage	Sage	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[CP: 1] Sage only. Playable during the site phase at any Under-deeps Shadow-hold [S] or Dark-hold [D]. Tap a sage at the site and place this card on a battle-gear item a character his company bears. If the item is a weapon, it gives its bearer (an extra) +1 prowess; if it is an armor, shield, or helmet, it gives its bearer (an extra) +1 body (to a maximum of 10). Cannot be duplicated on a given item
Fury From the Deeps	MEML	meml_furyfromthedeeps.jpg	Resource	Permanent-event	-	Balrog	-	(*)	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	[MP: (*); CP: 0; SP: 2] Balrog specific. Playable on a Warlord if you have 5 or more P . You may place any Spawn the company defeats (or any Spawn or Dwarf trophy in the company) with this card. This card may be stored at a Darkhaven [K]: if stored, it gives 1 mp for each card placed with it.
Ghash!	MEML	meml_ghash.jpg	Resource	Long-event	-	Balrog	-	-	-	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Balrog specific. Playable on a company during the organization phase if you have Master of Dread and Fear in play. You may bring this card from sideboard into your play deck (reshuffle) during your organization phase.      For one of your companies all CC are modified by +2 while this card is in play. Discard if Master of Dread and Fear leaves play. Cannot be duplicated
Guardian of the Fire-gates	MEML	meml_guardianofthefiregates.jpg	Resource	Ally	Balrog Spawn	Minion	-	3	-	Flying Sage	5.0	-	-	10.0	6.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 3; Mind: 5; P/B: 10/6]---Sa. Unique. Manifestation of Durlach. Spawn. Playable at   The Under-forges. Unless you discard (for no other effect) a magic card from hand during the organization phase, its controlling character may not move that turn.      Discard a magic card from hand to untap Guardian of the Fire-gates or give it +2 prowess and body this turn. Discard if its company moves to a non-Under-deeps site. During your organization phase, opponent makes a roll and subtracts 2: if the result is greater than its controlling character's mind, the character is eliminated.
Hammer of Morgoth	MEML	meml_hammerofmorgoth.jpg	Resource	Special Item	Weapon	Balrog	-	1	-	Balrog	-	-	-	-1.0	-	0.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 1]  Unique. Balrog specific. Playable at any tapped or untapped non-Darkhaven Under-deeps site. Weapon. May only be borne by a Balrog. This item affects a Balrog. +1 prowess when tapping to face a strike. -1 to the body of any strike against the bearer.     tap: before strike assignment to allow your Balrog to face two strikes from an attack with no prowess penalty (in separate strike sequences)
Kirrauko	MEML	meml_kirrauko.jpg	Resource	Special Item	Weapon Axe	Hero	-	4	-	Two-handed Warrior	-	-	-	3.0	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 4; CP: 2] Unique. Playable at any site if the company has faced a Spawn or a Nazgul automatic-attack this turn. Weapon. Axe. Two-handed. Cancels all dark enchantments targeting bearer.  Warrior only: +3 prowess (to a maximum of 10; +4 to a maximum of 11 and -2 to strike's body against Demon and Spawn strikes).       tap: at any time when facing a strike to untap bearer
Lieutenant of Morgoth	MEML	meml_lieutenantofmorgoth.jpg	Resource	Permanent-event	-	Balrog	-	-	fana	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	Balrog only. Playable on your Balrog if he controls a Demon fana. If controlling Flame of Udun, he can use sorcery; if controlling Master of Dread and Fear, he can use spirit-magic; if controlling Strangling Coils, he can use shadow-magic. Discard this card  at the end of your organization phase if you have no Demon fana card in play on your Balrog
Link of Angainor	MEML	meml_linkofangainor.jpg	Resource	Special Item	-	Hero	-	4	-	-	-	-	-	-	-	3.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 4; CP: 3] Unique. Playable at The Pits of Angband, Remains of Thangorodrim, or The Vaults of Utumno. Discard if not borne by a hero character with a base prowess of 4 or more.      tap: assign all strikes from a creature attack (regardless of characters' status or the attack's abilities).     tap: force your opponent to reveal any unique hazard creatures and manifestations thereof from his hand (or else his whole hand). Choose one of these cards: opponent must either discard it or the prowess and body of any of its attacks are reduced by 3 this turn
Master of Dread and Fear	MEML	meml_masterofdreadandfear.jpg	Resource	Permanent-event	Fana	Balrog	-	-	-	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[P/B: -2/-2] Balrog specific. Demon fana. Playable during your organization phase on your Balrog avatar. Return this card to your hand:   when you play another Demon fana card, or, if you so choose, during your organization phase. Target Balrog may not move.   +5 to your GI. Balrog gains the diplomat and sage skill and may have followers. You may keep one more card than normal in your hand. Tap your avatar to force a character at a site in his region (or at an adjacent site) to make a CC modified by -1. Once during each of your organization phases, you may discard a card from hand to look at up to 3 random cards at once from your opponent's hand
Released from Bondage	MEML	flip-meml_theprisonsspellisfading.jpg	Resource	Permanent-event	Quest-Side-B	Minion	-	(3)	-	-	-	-	-	-	-	-	flip rotate invert tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Quest. Flip any Song-duel in active play   back. You may tap a magic user to take Enchantment Broken from your discard pile or sideboard to your hand. Invert this card when you store a Prisoner or an Elven trophy at Eithel Morgoth or any Under-deeps Darkhaven [K]. If stored, this card gives 3 mp and Durlach and Guardian of the Fire-gates may move freely
Roaming the Domains of Melko	MEML	meml_roamingthedomainsofmelko.jpg	Resource	Permanent-event	-	Balrog	-	-	Balrog	Balrog Warlord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	[MP: 0; CP: 0; SP: 1] Balrog specific. Playable on a Warlord. You may take this card from your sideboard to your hand during the organization phase if you have Warden of the Deeps in play. Allies only playable by a Balrog are playable by your Warlord.      Additionally, if your Warlord is at or moving to an Under-deeps site at least two movements away from any Darkhaven [K], you may keep one more card than normal in your hand. Cannot be duplicated by a given player
Search the Spires	MEML	meml_searchthespires.jpg	Resource	Permanent-event	Quest-Side-A	Minion	-	-	-	Minion	-	-	-	-	-	-	flip	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Quest. Minion only. Only playable in lieu of playing a minor item with your starting company. During the organization phase at Mount Gundabad, your company may face an attack: Rock Fall -- each character faces a strike with 7 prowess. Afterwards, make a roll, modified by +1 for each sage, Miner's Pick and/or Goblin Earth-plumb in the company, and by +3 for each Blasting Fire or Liquid Fire discarded from the company (for no effect). If the result is greater than 12, flip this card. Otherwise, you may take a minor item from your sideboard or discard pile to your hand. Cannot be duplicated by a given player
Streaming Fiery Mane	MEML	meml_streamingfierymane.jpg	Resource	Short-event	-	Balrog	-	-	-	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Balrog specific. Playable on a company if you have Master of Dread and Fear in play. You may bring this card from your sideboard into your play deck during the organization phase. Return all hazard permanent-events on characters in a leader's company to opponent's hand.   Alternatively, discard an on-guard card
The Dark Roads	MEML	meml_thedarkroads.jpg	Resource	Permanent-event	Mode	Minion	-	-	-	Black Ringwraith	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Black player only. You may play this card with your starting company in lieu of a minor item and start the game at The Sulfur-deeps or The Under-courts: opponent may take one hazard from his sideboard and shuffle it into his play deck.     Ringwraith characters in a mode (except in Fell Rider mode) may use Under-deeps movement.      tap: take one Far Below the Deepest Delvings from your discard pile to your hand
The Iron-pit	MEML	meml_theironpit.jpg	Resource	Permanent-event	-	Minion	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 0; CP: 0; SP: 0] Playable during the site phase on an Under-deeps Shadow-hold [S] or Dark-hold [D]. The site loses all automatic-attacks. If a company at this site has played Legendary Stair this turn, you may discard a Blasting Fire or Liquid Fire from the company to make one non-unique battle- gear major item playable here until the end of turn (even if the site tapped). Discard this card when the site leaves active play.
The Prison's Spell is Fading	MEML	meml_theprisonsspellisfading.jpg	Resource	Permanent-event	Quest-Side-A	Minion	-	-	-	-	-	-	-	-	-	-	flip rotate invert tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Quest. Only playable in lieu of playing a minor item with a starting company; any player may bring Songs of Enchantment into play from their sideboard. Rotate this card 90deg (or place a token) whenever your character at The Under-forges (or an adjacent site) or a site in Narthalf uses a magic event; you may take an Orc or Troll faction or character from your discard pile to your hand. Flip this card when it is fully rotated. Cannot be duplicated by a given player
The Ulukai of Morgoth	MEML	meml_theulukaiofmorgoth.jpg	Resource	Special Item	-	Minion	-	3(5)	-	-	-	-2.0	-	-1.0	-1.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Jewel. Playable at the Crypt of Skorg. You may elimintate a prisoner from the company and place it with this item values: values in parentheses apply.   tap: reduce the number of strikes (to a minimum of 1) of an attack bearers company faces by the number of bearer's skills
The Well	MEML	meml_thewell.jpg	Resource	Permanent-event	-	Minion	-	-	Durlach	Balrog	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0	Unique. Durlach specific. If Durlach is at The Under-forges (or any of its adjacent sites), you may take a magic card from your discard pile to your hand each time an opponents' character uses a magic, spell, or ritual resource while at or moving to The Under-forges or a site in Narthalf; or while at or moving to any adjacent site or region if Durlach is at a site in Narthalf; or while at or moving to any site in The Northarn Waste if Durlach controls Master of Dread and Fear
Torogcrist	MEML	meml_torogcrist.jpg	Resource	Special Item	Weapon Axe	Hero	-	4	deep	Two-handed	-	-	-	35.0	-	3.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 4; P/B: +3(5)/-; CP: 3] Unique. Weapon. Axe. Two-handed. Playable at any Under-deeps Dark-hold [D]. Warrior only: +3 to prowess (to a maximum of 10; against a Troll strike: +5 prowess to a maximum of 12 and -2 to strike's body).     tap: allow bearer to face a strike from a Troll attack assigned to nother character in his company. Bearer makes a CP
Treasure Vault	MEML	meml_treasurevault.jpg	Resource	Permanent-event	-	Minion	-	(*)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: (*); CP: 0; SP: 0] Playable on a Darkhaven [K] if you have stored at least two treasure items at the site. This card is worth 1 mp for every 2 treasure items you have stored at the site (place those with this card). When a hazard effect forces you to discard an item, you may discard a stored treasure instead. Discard this card when the site leaves active play. Cannot be duplicated on a given site
Tunneling Maggots	MEML	meml_tunnelingmaggots.jpg	Resource	Permanent-event	-	Minion	-	-	-	Orc	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a non-unique Orc. Wound target Orc and make a body check to take Dry Tunnels or Gangways over the Fire from your discard pile to your hand
Tunnels Traversed	MEML	meml_tunnelstraversed.jpg	Resource	Permanent-event	-	Dual	-	-	-	Scout Ranger	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	You may tap a scout or a ranger in a company at or moving to an Under-deeps site to take a site from your discard pile and play it as the company's new site (whenever a new site is selected); the company must be allowed to move there and the site comes into play tapped
Unhappy World	MEML	meml_unhappyworld.jpg	Resource	Permanent-event	-	Minion	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	[MP: 0; CP: 0; SP: 0] Playable if there are at least four Demon and/or Spawn cards in play. Minion allies lose all movement restrictions. Discard if there are fewer than 3 Spawn cards in play or when any play deck is exhausted. Cannot be duplicated.
Warden of The Deeps	MEML	meml_wardenofthedeeps.jpg	Resource	Permanent-event	-	Balrog	-	-	Balrog	Balrog	-	3.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0	[MP: 0; CP: 0; SP: 2]Balrog specific. Playable on a Troll with a mind of 8 or   more if your avatar is not in play; you may immediately   bring this card into play from your sideboard when such a character fails a CP (he is not removed from active play), or if your opponent has a Balrog avatar in play.      You may not reveal an avatar. Target character becomes a Warlord; +3 to his EI and his mind is halved for the purpose of controlling him (round up). You may at any time eliminate a character from the company to bring one resource from your sideboard to your play deck (or 3 to your discard pile). Cannot be duplicated by a given player
Ancient Maze	MEML	meml_ancientmaze.jpg	Site	-	-	Dual	-	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Ruins & Lairs	Items(minor, major, greater, gold ring)	yes	yes	yes	yes	-	-	-	-	-	Pendrath na-Udun	-	-	0.0	-	1.0	Adjacent Sites: Pendrath na-Udun (0), Grop-kulkodar (9), The Under-forges (6), The Pits of Angband (8)Playable: Items (minor, major, greater, gold ring)(1)Spawn---2 strikes with 11 prowess; (2)Opponent--- may play as an automatic-attack any one Drake hazard creature or (non-Spider) Spawn manifestation.Special: A company attempting to leave this site must tap a sage or an avatar.
Eithel Morgoth	MEML	meml_eithelmorgoth.jpg	Site	-	-	Balrog	-	-	Durlach	-	-	-	-	-	-	-	-	unique	Shadow-land	Darkhaven	-	-	-	-	-	-	-	-	-	-	Eithel Morgoth	-	-	0.0	-	1.0	Special: Volcano.  Any gold rind stored at this site is automatically tested (modify the roll by -2).  If any of your companies is at this site, all attacks against it are cancelled.
Mornost	MEML	meml_mornost.jpg	Site	-	-	Balrog	-	-	-	-	-	-	-	-	-	-	-	unique	Shadow-land	Shadow-hold	Information, Items (minor, major) 	-	-	yes	yes	yes	-	-	-	-	-	-	-	0.0	-	1.0	Playable: Information, Items (minor, major) (1)Orcs--- 4 strikes with 8 prowess; (2)Orcs--- 3 strikes with 9 prowess Special: Creatures played at this site attack    normally, not as detainment. While this site is a Ruins & Lairs [R], it contains a hoard
Remains of Thangorodrim	MEML	meml_remainsofthangorodrim.jpg	Site	-	-	Dual	-	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Ruins & Lairs	Information, Items(minor, major, greater) 	-	yes	yes	yes	yes	-	-	-	-	The Pits of Angband	-	-	0.0	-	1.0	Adjacent Sites: no surface site, The Pits of Angband (4),    The Drowning-deeps (9) Playable: Information, Items (minor, major, greater)  (1)Drake---2 strikes with 12 prowess; (2)Opponent--- may play as an automatic-attack one hazard creature from his hand normally keyed to Coastal Sea [c]. Special: Creatures keyed to Coastal Seas [c] may be keyed to this site.
The Pits of Angband	MEML	meml_thepitsofangband.jpg	Site	-	-	Hero	-	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Shadow-hold	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	-	-	Remains of Thangorodrim	-	-	0.0	-	1.0	Adjacent Sites: Ancient Maze (8), Remains of Thangorodrim (4), The Under-forges (8)Playable: Items (minor, major, greater)(1)Drake---3 strikes with 11 prowess; (2)Opponent--- may play as an automatic-attack any one Drake or Dragon hazard creature.Special: Stolen Knowledge. Place this card with a character  in the company instead of discarding it; it may be stored at a Haven [H]. If stored, all Dragon and Drake attacks are modified by -1 to prowess, body and strikes (to a minimum of 1)
The Pits of Angband	MEML	meml_thepitsofangband2.jpg	Site	-	-	Minion	-	-	-	-	-	-	-	-	-	0.0	-	unique	Under-deeps	Shadow-hold	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	-	-	Remains of Thangorodrim	-	-	0.0	-	1.0	Adjacent Sites: Ancient Maze (8), Remains of Thangorodrim (4), The Under-forges (7)Playable: Items (minor, major, greater)(1)Drake--- 3 strikes with 11 prowess; (2)Opponent---may play as an AA any one Drake or Dragon hazard creature from his hand.Special: Any Spawn or Drake ally playable at any Under- deeps site is also playable at this site. Non-Nazgul creatures played at this site attack normally, not as detainment
The Under-forges	MEML	meml_theunderforges2.jpg	Site	-	-	Hero	-	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Shadow-hold	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	-	-	Eithel Morgoth	-	-	0.0	-	1.0	Adjacent Sites: Eithel  Morgoth (0), Ancient Maze (6), The Iron-deeps (6), The Pits of Angband (8)Playable: Items (minor, major, greater)(1)Orcs---4 strikes with 8 prowess;(2)Opponent--- may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: Volcano. Any non-unique Drake not keyable to a Coastal Sea [c] region may be played at this site
The Under-forges	MEML	meml_theunderforges3.jpg	Site	-	-	Minion	-	-	-	-	-	-	-	-	-	-	-	unique	Under-deeps	Shadow-hold	Items(minor, major, greater)	-	yes	yes	yes	-	-	-	-	-	Eithel Morgoth	-	-	0.0	-	1.0	Adjacent Sites: Eithel Morgoth (0), Ancient Maze (6), The Iron-deeps (5), The Pits of Angband (7)Playable: Items (minor, major)(1)Orcs---4 strikes with 8 prowess;(2)Opponent--- may play as an automatic-attack one non-unique hazard creature from his hand normally keyed to Ruins & Lairs. Special: Volcano. Any non-unique Drake not keyable to a Coastal Sea [ c] region may be played at this site. Non-Nazgul creatures played at this site attack normally, not as detainment
The Under-forges	MEML	meml_theunderforges.jpg	Site	-	-	Balrog	-	-	Durlach	-	-	-	-	-	-	-	-	unique	Under-deeps	Darkhaven	-	-	-	-	-	-	-	-	-	-	Eithel Morgoth	-	-	0.0	-	1.0	Adjacent Sites: Eithel Morgoth (0), Ancient Maze (6), The Iron-deeps (5), The Pits of Angband (7)  Special: Volcano. Any gold ring stored at this site is automatically tested (modify the roll by -2). If one of your companies is at this site, all attacks against it are cancelled
