Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Dunlending Spy	MELE	mele_dunlendingspy.jpg	Character	character	Man	Minion	Uncommon	"Unique.   ""...a squint-eyed ill-favoured fellow...""-LotRI  Home Site: Bree "	-	-	Scout	1.0	0.0	-	2.0	8.0	-	Bree 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Dwar the Ringwraith	MELE	mele_dwartheringwraith.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of Dwar of Waw. Can use sorcery. -3 direct influence in Heralded Lord mode. -1 prowess in Fell Rider mode. As your Ringwraith, if at a Darkhaven [V], he may tap to give +1 prowess and +1 body to any one of your companies until the end of the turn.   Home Site: Any site in Udun 	-	-	Warrior Scout Sage Sorcery	-	5.0	-	9.0	10.0	-	Any site in Udun 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Eradan	MELE	mele_eradan.jpg	Character	character	Dunadan	Minion	Uncommon	"Unique.   ""...fearless and strong, but caring little for love, save the tales of old battles.""-LotR  Home Site: Sarn Goriwing "	1	-	Scout Ranger	4.0	1.0	-	4.0	8.0	-	Sarn Goriwing 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gorbag	MELE	mele_gorbag.jpg	Character	Leader	Uruk-hai Orc	Minion	Fixed	"Unique. Uruk-hai. Leader. Discard on a body check result of 9. +3 direct influence against Orc and Orc factions.  ""'...you and me'll slip off and set up somewhere on our own with a few trusty lads, somewhere where there's good loot nice and handy, and no big bosses.'""-LotRII  Home Site: Minas Morgul "	2	-	Warrior Scout	6.0	0.0	-	6.0	9.0	-	Minas Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Grishnakh	MELE	mele_grishnakh.jpg	Character	character	Uruk-hai Orc	Minion	Fixed	"Unique. Uruk-hai. Discard on a body check result of 8.  ""'They might agree with me, with Grishnakh their trusted messenger...'""-LotRII  Home Site: Any site in Imlad Morgul "	1	-	Warrior Scout	3.0	0.0	-	4.0	8.0	-	Any site in Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gulla	MELE	mele_gulla.jpg	Character	character	Ironfist Dwarf	Minion	Rare	"Unique. +1 prowess against Orcs and Elves.  ""...a great anger without hope burned him as he smote the red iron on the anvil.""-LotR  Home Site: Carn Dum "	1	-	Warrior Ranger	4.0	0.0	-	5.0	8.0	-	Carn Dum 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Hador	MELE	mele_hador.jpg	Character	character	Dunadan	Minion	Uncommon	"Unique. Can use sorcery.  ""...he bought the knowledge dearly...""-LotR  Home Site: Dol Guldur "	2	-	Warrior Sage Sorcery	6.0	1.0	-	5.0	9.0	-	Dol Guldur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Hendolen	MELE	mele_hendolen.jpg	Character	character	Silvan Elf	Minion	Rare	"Unique. May tap to cancel a diplomat attack against his company. +2 direct influence against Elves and Elf factions.  ""...the history of those that returned to Middle-earth in exile was grievous ...""-LotR  Home Site: Minas Morgul "	2	-	Sage Diplomat	6.0	2.0	-	3.0	7.0	-	Minas Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Hoarmurath the Ringwraith	MELE	mele_hoarmuraththeringwraith.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of Hoarmurath of Dir. Can use sorcery. +1 direct influence in Heralded Lord mode. +2 prowess in Fell Rider mode. As your Ringwraith, if at a Darkhaven [V], you may keep one more card than normal in your hand.   Home Site: Any site in Udun 	-	-	Scout Ranger Sage Sorcery	-	3.0	-	8.0	9.0	-	Any site in Udun 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Horseman in the Night	MELE	mele_horsemaninthenight.jpg	Character	character	Man	Minion	Common	"+1 direct influence against any faction.  ""'Then about a year ago a messenger came to Dain, but not from Moria-from Mordor: a horseman in the night, who called Dain to his gate. The Lord Sauron the Great, so he said, wished for our friendship.'""-LotRII  Home Site: Any Dark-hold"	1	-	Warrior Diplomat	4.0	2.0	-	3.0	7.0	-	Any Dark-hold	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Indur the Ringwraith	MELE	mele_indurtheringwraith.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of Indur Dawndeath. Can use sorcery and spirit-magic. -1 direct influence in Heralded Lord mode. -3 prowess in Fell Rider mode. As your Ringwraith, at the beginning of each of his end-of-turn phases, he may tap to take a magic card from your discard pile to your hand.   Home Site: Any site in Udun or Imlad Morgul 	-	-	Warrior Diplomat Sorcery Spirit-magic	-	5.0	-	9.0	10.0	-	Any site in Udun or Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Jerrek	MELE	mele_jerrek.jpg	Character	character	Man	Minion	Fixed	"Unique. +1 direct influence against any faction playable at Southron Oasis.  ""'You speak of the false cripple Sen Jerrek, dark arbitrator, ambassador to thieves, spy for any and all who trade darkness.'""-Kuduk Lore  Home Site: Southron Oasis "	1	-	Warrior Scout	4.0	0.0	-	5.0	8.0	-	Southron Oasis 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Khamul the Ringwraith	MELE	mele_khamultheringwraith.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of Khamul the Easterling. Can use sorcery. -2 direct influence in Heralded Lord mode. +1 prowess in Fell Rider mode. -2 to the body of any Elf character targeted by a strike from Khamul the Ringwraith. As your Ringwraith, one Ringwraith follower in his company may be controlled with no influence. You may bring this follower into play during your organization phase.   Home Site: Dol Guldur 	-	-	Warrior Ranger Diplomat Sorcery	-	4.0	-	9.0	9.0	-	Dol Guldur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
Lagduf	MELE	mele_lagduf.jpg	Character	character	Uruk-hai Orc	Minion	Uncommon	"Unique. Uruk-hai. Discard on a body check result of 8.  ""'...Gorbag's swine got to the gate first, and none of ours got out. Lagduf...'""-LotRVI  Home Site: Any site in Imlad Morgol "	1	-	Warrior	3.0	0.0	-	5.0	8.0	-	Any site in Imlad Morgol 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Layos	MELE	mele_layos.jpg	Character	character	Man	Minion	Fixed	"Unique. +2 direct influence against the Men of Dorwinion faction.  ""'He offered a fine, rich wine and soothing words filled with subtle malice.'""-Kuduk Lore  Home Site: Shrel-Kain "	2	-	Sage Diplomat	5.0	2.0	-	3.0	8.0	-	Shrel-Kain 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Lieutenant of Angmar	MELE	mele_lieutenantofangmar.jpg	Character	Leader	Olog-hai Troll	Minion	Rare	Unique. Olog-hai. Leader. Manifestation of Rogrog. Discard on a body check result of 9. +4 direct influence against Trolls, Orcs, Troll factions, and Orc factions. When he is at Carn Dum, you may keep one more card than normal in your hand.   Home Site: Carn Dum 	3	-	Warrior Scout	9.0	1.0	-	8.0	9.0	-	Carn Dum 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Lieutenant of Dol Guldur	MELE	mele_lieutenantofdolguldur.jpg	Character	Leader	Olog-hai Troll	Minion	Rare	Unique. Olog-hai. Leader. Manifestation of Gorfaur the Lame. Discard on a body check result of 9. +2 direct influence against Trolls, Orcs, Troll factions, and Orc factions. When he is at Dol Guldur, you may keep one more card than normal in your hand.   Home Site: Dol Guldur 	3	-	Warrior Sage	9.0	3.0	-	7.0	9.0	-	Dol Guldur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Lieutenant of Morgul	MELE	mele_lieutenantofmorgul.jpg	Character	Leader	Half-troll Troll	Minion	Rare	Unique. Olog-hai. Leader. Manifestation of Gothmog. Discard on a body check result of 9. +3 direct influence against Trolls, Orcs, Troll factions, and Orc factions. When he is at Minas Morgul, you may keep one more card than normal in your hand.   Home Site: Minas Morgul 	3	-	Warrior Ranger	9.0	2.0	-	8.0	9.0	-	Minas Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Luitprand	MELE	mele_luitprand.jpg	Character	character	Man	Minion	Fixed	"Unique.   ""The men of the lake-town Esgaroth were mostly indoors, for the breeze was from the black East and chill, but a few were walking on the quays, and watching, as they were fond of doing, the stars...""-Hob  Home Site: Lake-town "	-	-	Scout	1.0	0.0	-	3.0	7.0	-	Lake-town 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Minion AL	MELE	mele_minional.jpg	Character	Avatar	-	Minion	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Muzgash	MELE	mele_muzgash.jpg	Character	character	Uruk-hai Orc	Minion	Fixed	"Unique. Uruk-hai. Discard on a body check result of 8.  ""'Lagduf and Muzgash ran through...'""-LotRVI  Home Site: Any site in Imlad Morgul "	-	-	Warrior	2.0	0.0	-	4.0	8.0	-	Any site in Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Nain	MELE	mele_nain.jpg	Character	character	Firebeard Dwarf	Minion	Rare	"Unique. +1 direct influence against Dwarves and Dwarf factions. +1 prowess against Orcs and Elves.  ""The lust for gold was ever in his mind.""-LotR  Home Site: Dol Guldur "	1	-	Warrior Sage	3.0	1.0	-	3.0	7.0	-	Dol Guldur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Nevido Smod	MELE	mele_nevidosmod.jpg	Character	character	Man	Minion	Fixed	"Unique. +2 direct influence against any faction playable at Easterling Camp.  ""...the Balchoth, having built many great boats and rafts on the east shores of Anduin, swarmed over the River and swept away the defenders.""-LotR  Home Site: Easterling Camp "	1	-	Warrior Ranger	4.0	1.0	-	4.0	8.0	-	Easterling Camp 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Odoacer	MELE	mele_odoacer.jpg	Character	character	Man	Minion	Fixed	"Unique. +3 direct influence against the Woodmen faction.  ""...as the shadow grew deep in Greenwood...many evil things reappeared, signs of the arising of Sauron.""-LotR  Home Site: Woodmen-town "	-	-	Ranger	1.0	0.0	-	4.0	6.0	-	Woodmen-town 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Old Troll	MELE	mele_oldtroll.jpg	Character	character	Troll	Minion	Uncommon	"Discard on a body check result of 8. +1 direct influence against Trolls, Orcs, Troll factions, and Orc factions. -1 to all corruption checks.  ""'Troll sat alone on his seat of stone, And munched and mumbled a bare old bone...'""-LotRI  Home Site: Any Dark-hold "	1	-	Warrior	4.0	0.0	-	5.0	9.0	1.0	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Orc Brawler	MELE	mele_orcbrawler.jpg	Character	character	Orc	Minion	Common	"Discard on a body check result of 7 or 8. -1 to all corruption checks.  ""...long-armed crook-legged Orcs.""-LotRIII  Home Site: Any Dark-hold "	-	-	Warrior	1.0	0.0	-	3.0	8.0	1.0	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Orc Captain	MELE	mele_orccaptain.jpg	Character	Leader	Orc	Minion	Uncommon	"Leader. Discard on a body check result of 8. +3 direct influence against Orcs and Orc factions.  ""'Their masters would not dare give such plain orders to Orcs, even if they knew so much themselves...they are not trusty servants.'""-LotRIII  Home Site: Any Dark-hold "	2	-	Warrior	5.0	0.0	-	5.0	8.0	-	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Orc Chieftain	MELE	mele_orcchieftain.jpg	Character	Leader	Orc	Minion	Uncommon	"Leader. Discard on a body check result of 8. +3 direct influence against Orcs and Orc factions.  ""But if his family wish to know who is now king here, the name is written on his face. I wrote! I killed him! I am the master!""-LotR  Home Site: Any Dark-hold "	1	-	Warrior	4.0	0.0	-	4.0	8.0	-	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Orc Sniffler	MELE	mele_orcsniffler.jpg	Character	character	Orc	Minion	Common	"Discard on a body check result of 7 or 8. -1 to all corruption checks.  ""He stooped over Pippin, bringing his yellow fangs close to his face.""-LotRIII  Home Site: Any Dark-hold "	-	-	Warrior Scout	2.0	0.0	-	2.0	8.0	1.0	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Orc Tracker	MELE	mele_orctracker.jpg	Character	character	Orc	Minion	Common	"Discard on a body check result of 7 or 8. -1 to all corruption checks.  ""'Ugluk u bagronk sha pushdug Saruman-glob bubhosh skai.'"" -LotRIII  Home Site: Any Dark-hold "	1	-	Warrior Ranger	3.0	0.0	-	3.0	8.0	1.0	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Orc Veteran	MELE	mele_orcveteran.jpg	Character	character	Orc	Minion	Common	"Discard on a body check result of 8. -1 to all corruption checks.  ""...tough thick legs going up and down, up and down, unresting, as if they were made of wire and horn, beating out the nightmare seconds of an endless time."" -LotRIII  Home Site: Any Dark-hold "	-	-	Warrior	2.0	0.0	-	4.0	8.0	1.0	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ostisen	MELE	mele_ostisen.jpg	Character	character	Man	Minion	Fixed	"Unique.  ""...of the Outlands...the uplands of the Morland, the great Blackroot Vale..."" -LotRV  Home Site: Vale of Erech "	-	-	Scout	2.0	0.0	-	3.0	9.0	-	Vale of Erech 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Pon Opar	MELE	mele_ponopar.jpg	Character	character	Man	Minion	Fixed	"Unique. +2 direct influence against any faction playable at Southron Oasis.  ""Horse-tamer and Horse-slayer, Chieftain of the Gusar, he knew the hidden waters beneath the earth better than anyone in Far Harad."" -Kuduk Lore  Home Site: Southron Oasis "	2	-	Warrior Ranger Sage	6.0	1.0	-	5.0	8.0	-	Southron Oasis 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Radbug	MELE	mele_radbug.jpg	Character	character	Uruk-hai Orc	Minion	Uncommon	"Unique. Uruk-hai. Discard on a body check result of 8.  ""'Come here, and I'll squeeze your eyes out, like I did to Radbug just now.'"" -LotRVI  Home Site: Any site in Imlad Morgul "	1	-	Warrior Ranger	4.0	0.0	-	5.0	8.0	-	Any site in Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ren the Ringwraith	MELE	mele_rentheringwraith.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of Ren the Unclean. Can use sorcery and shadow-magic. -2 direct influence in Heralded Lord mode. +2 prowess in Fell Rider mode. As your Ringwraith, if at a Darkhaven [V], he may tap during your organization phase to modify all corruption checks made this turn by minions in any one of your companies by +2.   Home Site: Any site in Gorgoroth 	-	-	Sage Diplomat Sorcery Shadow-magic	-	4.0	-	8.0	10.0	-	Any site in Gorgoroth 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Shagrat	MELE	mele_shagrat.jpg	Character	Leader	Uruk-hai Orc	Minion	Fixed	"Unique. Uruk-hai. Leader. Discard on a body check result of 9. +4 direct influence against Orcs and Orc factions.  ""...evil face...slaver dripped from its protruding fangs; the mouth snarled like an animal."" -LotRVI  Home Site: Cirith Ungol "	2	-	Warrior Ranger	6.0	0.0	-	6.0	9.0	-	Cirith Ungol 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Shamas	MELE	mele_shamas.jpg	Character	character	Man	Minion	Rare	"Unique. +1 direct influence against Man factions. Additionally, +2 direct influence against the Dunlendings faction.  ""Only in Dunland did Men of this race hold to their old speech and manners: a secret folk, unfriendly to the Dunedain, hating the Rohirrim."" -LotR  Home Site: Dunnish Clan-hold "	1	-	Warrior Diplomat	3.0	1.0	-	2.0	8.0	-	Dunnish Clan-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Snaga	MELE	mele_snaga.jpg	Character	character	Uruk-hai Orc	Minion	Rare	"Unique. Uruk-hai. Discard on a body check result of 9.  ""'I'm not going down those stairs again...be you captain or no. Nar!'""-LotRVI  Home Site: Any site in Imlad Morgul "	1	-	Warrior	4.0	0.0	-	5.0	9.0	-	Any site in Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Tarcil	MELE	mele_tarcil.jpg	Character	character	Dunadan	Minion	Rare	"Unique.  ""The power and wealth...continued to increase; but their years lessened as their fear of death grew, and their joy departed.""-LotR  Home Site: Minas Morgol "	2	-	Warrior Ranger Diplomat	6.0	2.0	-	4.0	8.0	-	Minas Morgol 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
The Mouth	MELE	mele_themouth.jpg	Character	character	Man	Minion	Rare	Unique. Manifestation of Mouth of Sauron. +2 direct influence against any faction. Tap during your organization phase to move one resource or character from your discard pile to your play deck and reshuffle. Return The Mouth to your hand when Mouth of Sauron is played; you may automatically transfer one item he bears to a character in the same company (discard the rest).   Home Site: Barad-dur 	3	-	Warrior Diplomat	9.0	4.0	-	6.0	8.0	-	Barad-dur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
The Witch-king	MELE	mele_thewitchking.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of The Witch-king of Angmar. Can use spirit-magic and shadow-magic. +3 direct influence in Heralded Lord mode. +1 prowess in Fell Rider mode. As your Ringwraith, up to two Ringwraith followers in his company may be controlled with no influence. You may bring these followers into play during separate organization phases.   Home Site: Any site in Imlad Morgul 	-	-	Warrior Sage Diplomat Shadow-magic Spirit-magic	-	3.0	-	9.0	12.0	-	Any site in Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Threlin	MELE	mele_threlin.jpg	Character	character	Ironfist Dwarf	Minion	Rare	"Unique. +2 direct influence against Dwarves and Dwarf factions. +1 prowess against Orcs and Elves.  ""...all other good things seemed profitless, and they were filled with wrath and desire for vengeance on all who deprived them.""-LotR  Home Site: Minas Morgul "	2	-	Warrior Diplomat	5.0	2.0	-	4.0	7.0	-	Minas Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Troll Lout	MELE	mele_trolllout.jpg	Character	character	Troll	Minion	Common	"Discard on a body check result of 8. -1 to all corruption checks.  ""'My lad,' said Troll, 'this bone I stole. But what be bones that lie in a hole? Thy nuncle was dead as a lump o' lead, Afore I found his shinbone.'"" -LotRI  Home Site: Any Dark-hold "	1	-	Warrior	3.0	0.0	-	4.0	9.0	1.0	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Troll-chief	MELE	mele_trollchief.jpg	Character	Leader	Olog-hai Troll	Minion	Uncommon	"Olog-hai. Leader. Discard on a body check result of 9. +3 direct influence against Trolls, Orcs, Troll factions, and Orc factions.  ""'They are mighty. But Trolls are only counterfeits, made by the Enemy in the Great Darkness, in mockery of Ents...'"" -LotRIII  Home Site: Any Dark-hold "	2	-	Warrior	6.0	0.0	-	6.0	9.0	-	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Tros Hesnef	MELE	mele_troshesnef.jpg	Character	character	Man	Minion	Uncommon	"Unique. +1 direct influence against any faction playable at Easterling camp. -1 to all corruption checks.  ""Exiled with his family at the age of fifteen, he returned a year later and assassinated the High Chieftain Pos Ari. This slaying spawned a reign of sorrow and bloodshed."" -Kuduk Lore  Home Site: Easterling Camp "	-	-	Warrior	2.0	0.0	-	5.0	7.0	1.0	Easterling Camp 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Uchel	MELE	mele_uchel.jpg	Character	character	Man	Minion	Uncommon	"Unique. +4 direct influence against the Hillmen faction.  ""'The king, the king!'...'We will take their king. Death to the Forgoil! Death to the Strawheads! Death to the robbers of the North!'"" -LotRIII  Home Site: Cameth Brin "	-	-	Ranger	1.0	0.0	-	2.0	7.0	-	Cameth Brin 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ufthak	MELE	mele_ufthak.jpg	Character	character	Uruk-hai Orc	Minion	Rare	"Unique. Uruk-hai. Discard on a body check result of 8.  ""'Then we found him in a corner; hanging up he was, but he was wide awake and glaring.'"" -LotRIV  Home Site: Any site in Imlad Morgul "	1	-	Warrior Scout Ranger	4.0	0.0	-	4.0	8.0	-	Any site in Imlad Morgul 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ulkaur the Tongueless	MELE	mele_ulkaurthetongueless.jpg	Character	Leader	Olog-hai Troll	Minion	Rare	"Unique. Olog-hai. Leader. Discard on a body check result of 9. +2 direct influence against Trolls, Orcs, Troll factions, and Orc factions.  ""'Hee now! See now! I'm tired o' gnawing old bones and skins; I've a mind to dine on thee now.'"" -LotRI  Home Site: Barad-dur "	2	-	Warrior	5.0	0.0	-	6.0	9.0	1.0	Barad-dur 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Uvatha the Ringwraith	MELE	mele_uvathatheringwraith.jpg	Character	Avatar	Ringwraith	Minion	Fixed	Unique. Manifestation of Uvatha the Horseman. Can use spirit-magic. -3 direct influence in Heralded Lord mode. -1 prowess in Fell Rider mode. He may join another Ringwraith's company during your organization phase and requires no influence to control. As your Ringwraith, if at a Darkhaven [V], he may tap during your organization phase to move one resource event card from your discard pile to your play deck and reshuffle.   Home Site: Any site in Khand 	-	-	Warrior Scout Ranger Spirit-magic	-	5.0	-	9.0	9.0	-	Any site in Khand 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
