Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Glory of Arnor Restored	MEKN	mekn_gloryofarnorrestored.jpg	Resource	Permanent-event	-	Hero	-	Playable on a company containing a Dunadan with a home site in Eriador. Tap this card when the company successfully plays a unique hero faction at a site in Arthedain, Rhudaur, Cardolan, or Angmar. This card never untaps. If tapped, invert it if the company successfully plays a Stolen Knowledge card at a site in Angmar. If inverted, this card may be stored at a Dunadan-hold in Eriador. It then gives 3 mp and you may play Tower Raided at Carn Dum as if it were a Shadow-hold [S]. This card gives 2 additional mp if you also receive any mp from Reunited Kingdom; it is worth full mp to an Atani-lord or Elrond player. Once inverted, no other copy of this card can be inverted. 	(3*)	-	-	-	-	-	-	-	-	tap invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Gold Reward	MEKN	mekn_goldreward.jpg	Resource	Permanent-event	Offering	Minion	-	Playable on a non-overt minion character in lieu of declaring CvCC. Make an influence check against one of opponent's characters (+4 if a Ringwraith, +3 if diplomat). If the result is higher than the character's mind minus his corruption point total and CP-modifiers, place this card on him (tap the character if untapped).      Discard this card to cancel any effect that would cancel CvCC with this character's company.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Grishmoigh	MEKN	mekn_grishmoigh.jpg	Resource	Ally	Ent Giant	Minion	-	[MP: 2, Mind: 3; P/B: 7/9]---Warrior. Unique. Ent. Giant. Playable at any Ruins & Lairs [R] in Enedhwaith or its adjacent regions, if you discard a Man, Dwarf, or Dunadan trophy or prisoner from the company. All body checks for defeated Dunadan and Man attacks of which Grishmoigh has faced a strike are modified by +1. TAP: cancel a non-unique Giant, Troll or Awakend Plant attack keyed to a Wilderness [w] region (by type or name) against his company.   Discard Grishmoigh if you have Fuel for Furnaces or a Dunadan faction in play, or if Treebeard is in his company.	2	-	Warrior	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Helm of Illusions	MEKN	mekn_helmofillusions.jpg	Resource	Permanent-event	Helmet	Minion	-	[SP: 1, DI: 3, CP: 1]. Unique. Helmet. Place this card on Ardagor if he is in play. If on Ardagor he gains the diplomat skill. +3 DI against characters at whose home site you have a faction in play. Ardagor may play Counterfeit on himself as if he were an Orc. This card may be played with your starting company in lieu of a minor item.	-	-	-	-	-	-	-	-	0.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Iron-home	MEKN	mekn_ironhome.jpg	Resource	Permanent-event	-	Minion	-	Playable during the organization phase on a minion company. Discard this card to cancel a hazard creature attack against the company keyed to Angmar by name.     Black player only: this card may be played with your starting company in lieu of a minor item. The company may start the game at Carn Dum.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Linyuile	MEKN	mekn_linyuile.jpg	Resource	Ally	Maia	Hero	-	[MP: 2; Mind: 3] Unique. Maia. Playable at Annuminas. Discard if her company is overt, or if she moves to a site not in Eriador. May not be attacked. Characters in her company may play light enchantments at any non-Haven site (even if tapped) and as if they were a sage (tap site if untapped), if they moved there this turn. TAP: cancel a River or Enchanted Stream played against her company.   	2	-	-	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Of Which They Were Made	MEKN	mekn_ofwhichtheyweremade.jpg	Resource	Short-event	-	Minion	-	Playable on wounded troll. A wild troll may heal from wounded to tapped at a site within a Deep Wilderness, if at an under-deep or under-eep surface site; half-trolls and Olog-hai must remove one trophy (two for an Olog-hai) they carry to heal, from wounded to tapped. Shuffle this card into your deck instead of discarding it, if another troll is wounded in the company.	-	-	Troll	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Olga-wama	MEKN	mekn_olgawama.jpg	Resource	Special Item	Armor Jewel	Dual	-	[MP: 1; CP: 1] Unique. Playable at Barrow-downs or Cameth Brin. Armor. Jewel. Treasure. +1 body to a maximum of 8. Bearer may attach or detach any non-armor minor item he controls with Olga Wama during the organization phase (invert it or place a token); if placed with Olga Wama it gives no corruption points and cannot be used (none of its abilities apply). For each minor item attached, bearer gains +1 DI against Man factions playable at sites in Rhudaur, Cardolan and Dunland, and against Man characters with a home site in these regions.	1	-	-	-	0.0	-	-	1.0	1.0	invert	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Olog-power	MEKN	mekn_ologpower.jpg	Resource	Permanent-event	-	Minion	-	[MP: 0; CP: 0] Playable on a Troll. Target Troll may use two-handed battle-gear items as if they were not two-handed. Additionally, if bearer taps to face a strike he may reduce his prowess by any factor of 3 to give -1 to the body of the strike. Cannot be duplicated on a given character.	-	-	Troll	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Pretender	MEKN	mekn_pretender.jpg	Resource	Permanent-event	-	Minion	-	Diplomat only. Playable during the site phase on a diplomat in a covert company. Name a unique resource permanent-event played on an opponent's hero character of the same race and at the same site as target character: opponent must discard this resource. If target character is a Half-orc diplomat, the resource need not be unique and opponent's character may be a Man.	-	diplomat	Diplomat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Rast Vorn	MEKN	mekn_rastvorn.jpg	Resource	Permanent-event	-	Dual	-	Playable on either The Worthy Hills or Traith Chefudoc if Beffraen or Woses of Eryn Vorn is in play at the site. t  You may play Drughu as a minion resource on a covert company containing a Wose character. Additionally, you may play Drughu on a company at The Worthy Hills without discarding a ranger character; if you do discard a ranger character (for no other effect), you may untap The Worthy Hills. Discard if the site leaves active play. Cannot be duplicated by a given player.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sceptre of Annuminas	MEKN	mekn_sceptreofannuminas.jpg	Resource	Special Item	Staff Treasure	Hero	-	[MP: 1(3); CP 1] Unique. Staff. Treasure. Playable at Rivendell by Elrond or Aragorn II if Return of the King is in play. +2 DI against Dunedain. Sceptre of Annuminas is worth 3 mp if The White Tree is in play at Annuminas. Cannot be stored.Unique. Staff. Treasure. Playable at Rivendell by Elrond or Aragorn II if Return of the King is in play. +2 DI against Dunedain. Sceptre of Annuminas is worth 3 mp if The White Tree is in play at Annuminas. Cannot be stored.	1(3)	-	-	-	-	-	-	-	1.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Symbol of Malice	MEKN	mekn_symbolofmalice.jpg	Resource	Permanent-event	Magic	Minion	-	Magic. Shadow-magic. Playable on a site during the site phase by a shadow-magic using character. Tap the site (if not already tapped). This site is never discarded and never untaps for you.When a company enters any version of this site, each character in the company must make a CPC modified by -2 and this card is discarded.  Unless he is a Ringwraith, the shadow-magic using character makes a CP modified by -4.	-	shadow	Shadow-magic	-	-	-	-	-	4.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Terror of Cardolan	MEKN	mekn_terrorofcardolan.jpg	Resource	Permanent-event	-	Minion	-	[SP: 1] Ardagor specific. Place this card on Ardagor  if he is in play. Your companies with a company size of two or less (or containing Ardagor) may play allies at tapped sites. Followers of Ardagor gain +1 to their CC.     Additionally, any non-unique Troll hazard creature may be played at Creb Durga (or keyed to Cardolan if Ardagor is at a site in this region). Cannot be duplicated	-	Ardagor	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
The Dunmen's Dogs	MEKN	mekn_thedunmensdogs.jpg	Resource	Faction	Animal	Dual	-	[MP: 1] Playable at any tapped or untapped non-Haven site in Dunland, if the influence check is greater than 11. Standard Modifications: character with a home site in Dunland (+2), Dunlendings (+2), Wild Hounds (+3).     One non-unique Wolf ally is playable at Dunnish Clan-hold each turn. You may tap a character to cancel an attack from a non-unique Wolf creature against his company and place the creature under his control: place this faction with the creature who becomes an ally with 1 mind, 7 body and a prowess equal to its normal prowess minus 7 (worth no mp).	1	-	Light Infantry	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Thieves of Tharbad	MEKN	mekn_thievesoftharbad.jpg	Resource	Faction	Man	Dual	-	[MP: 3] Unique. Playable at Tharbad if the influence check is greater than 13. Standard Modifications: Dunlending (-3), if you discard an item from the company: minor (+3), major (+6), ring or treasure (+9).      tap: take An Article Missing or Brigands from your discard pile to your hand.     This faction cannot be tapped if Tharbad is not a Ruins & Lairs [R]. Treat any influence attempt against this faction as if it were not in play	3	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Troll-woods	MEKN	mekn_trollwoods.jpg	Resource	Permanent-event	-	Minion	-	Unique. Playable on Ettenmoors during the site phase. Replace the site's automatic attacks with: Trolls -- 1 strike with 10 prowess (detainment against overt companies).     Any non-unique Troll character may be brought into play at this site. Rhudaur is considered a Deep Wilderness [ww] region. Discard Troll-woods when the site leaves active play.	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Under His Fist	MEKN	mekn_underhisfist.jpg	Resource	Permanent-event	Command	Minion	-	[SP: 1] Command. Playable on a Warlord at a Darkhaven [K]. The Warlord may control any number of (different) command cards (these are not returned to his hand). At the end of your turn, if he controls more than 2 command cards, discard one of them. 	-	warlord	Warlord	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Valglin	MEKN	mekn_valglin.jpg	Resource	Ally	Noldo Elf	Fallen/Lord	-	Unique. Elf. Noldo. Elf-lord or Pallando only.  Playable at Amon Lind.  Whenever you play Stars or The Evenstar during his company's current phase, you may name a hazard:  if opponent has this hazard in his hand, he must reveal it, and choose to either discard it or lower the hazard limit against the company by one.  Otherwise he must reveal his whole hand.	2	el pal	Sage	3.0	-	-	2.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
