Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard	Text
Press-gang	MEBA	meba_pressgang.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"When a character would otherwise be discarded from play, discard all cards on him, place him ""off to the side"" with this card, and return any character already with this card to its owner's hand. A character with this card gives his player negative character Marshaling points. Cannot be duplicated.  ""They were a gang of the smaller breeds being driven unwilling to their Dark Lord's wars...""-LotRVI "
Shelob's Brood	MEBA	meba_shelobsbrood.jpg	Hazard	Creature	Spiders	Neutral	Uncommon	1	-	-	-	-	-	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	0.0	-	0.0	"Spiders. Four strikes. Playable at any Under-deeps site or surface site thereof.   ""Far and wide her lesser broods, bastards of the miserable mates...spread...""-LotRV "
Spawn of Ungoliant	MEBA	meba_spawnofungoliant.jpg	Hazard	Permanent-event	Spawn	Neutral	Rare	4	-	-	-	-	-	15.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	0.0	"Unique. Spawn. The Pukel-deeps and The Gem-deeps each have an additional attack: Spawn-3 strikes with 15/8 prowess. In addition, +1 to all body checks for Elves, Dwarves, Hobbits, Dunedain, and Men resulting from Spider attacks.  ""...such as once of old had lived in the Land of the Elves in the West that is now under the sea..."" -LotRIV "
The Reek	MEBA	meba_thereek.jpg	Hazard	Short-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable on a company at or moving to a Ruins & Lairs [R] or Under-deeps site if you discard an Animal or Spider creature from your hand. Tap all untapped characters in the company with a mind less than 2 plus the number of Spawn cards in play. Eliminated Spawn do not count. Does not affect Wizards or Ringwraiths.   ""...a foul reek, as if filth unnameable were piled and hoarded in the dark within."" -LotRIV "
The Sun Shone Fiercely	MEBA	meba_thesunshonefiercely.jpg	Hazard	Long-event	Environment	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Environment. -1 prowess to all Orc, Troll, Dwarf, and Ringwraith characters not at, nor moving to or from, an Under-deeps site. This modification is -2 if Doors of Night is not in play. Cannot be duplicated.   ""'Go back to the Shadow! You cannot pass.'"" -LotRII "
Unabated in Malice	MEBA	meba_unabatedinmalice.jpg	Hazard	Short-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable on an automatic-attack from Shelob; does not count against the hazard limit. The attack receives +1 strike, +1 prowess, and -2 body. The first attempt to cancel this attack instead cancels the effects of this card. Cannot be duplicated on a given attack.   ""Her vast belly was above him with its putrid light, and the stench of it almost smote him down."" -LotRIV "
Ungoliant's Foul Issue	MEBA	meba_ungoliantsfoulissue.jpg	Hazard	Permanent-event	Spawn	Neutral	Rare	4	-	-	-	-	-	17.0	7.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	0.0	"Unique. Spawn. Ancient Deep-hold has an additional automatic-attack: Spawn-2 strikes with 17/7 prowess/body. In addition, non-unique spider creatures can be keyed to Under-deeps Ruins & Lairs [R] and Under-deeps Shadow-holds [S].   ""...an evil thing in spider-form..."" -LotRIV "
Ungoliant's Progeny	MEBA	meba_ungoliantsprogeny.jpg	Hazard	Permanent-event	Spawn	Neutral	Rare	4	-	-	-	-	-	16.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	0.0	"Unique. Spawn. The Wind-deeps and The Rusted-deeps each have an additional automatic-attack: Spawn-2 strikes with 16/8 prowess/body. In addition, for each Spider attack your opponent faces, you can choose for it to be at +1 prowess and detainment.   ""...such as Beren fought in the Mountains of Terror in Doriath ..."" -LotRIV "
A Few Recruits	MEBA	meba_afewrecruits.jpg	Resource	Faction	Orc	Balrog	Rare	1	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog specific. Playable at a tapped or untapped non-Dragon's lair: Dark-hold [D], Shadow-hold [S], or Ruins & Lairs [R]-the site cannot be an Under-deeps site or surface site thereof-if the influence check is greater than 8. Modifications: The Balrog (+3), leader (+2).   ""'...led you here, and we shall lead you back by the was we choose.'""-LotRIII "
A More Evil Hour	MEBA	meba_amoreevilhour.jpg	Resource	Permanent-event	-	Balrog	Rare	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Tap this card when an opponent plays a card normally giving him three or more Marshaling points. The card does not untap. If tapped, you may discard this card during your organization phase to target a company allowed to move with region movement. The company may move up to two additional regions if moving to a site where an opponent's company is present-and also, thereafter, when leaving this site. 
Ancient Secrets	MEBA	meba_ancientsecrets.jpg	Resource	Short-event	-	Minion	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Tap your Ringraith to discard one hazard permanent-event. Alternatively, during your organization phase, tap your Ringwraith to take up to two resources from your sideboard to your play deck and reshuffle.  ""'...the secret ways of Khazad-dum: Too well he knew them all.'""-LotRIII "
Angband Revisited	MEBA	meba_angbandrevisited.jpg	Resource	Short-event	-	Balrog	Common	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog specific. Untap a character in The Balrog's company.  ""'In those days the Great Enemy, of whom Sauron of Mordor was but a servant, dwelt in Angband in the North...'""-LotRI "
Breach the Hold	MEBA	meba_breachthehold.jpg	Resource	Permanent-event	-	Balrog	Uncommon	2	Balrog	Balrog	-	-	-	15.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	0.0	Balrog specific. Playable during the site phase on The Drowning-deeps or The Rusted-deeps if The Balrog is there. The Balrog's company faces 3 attacks (Spawn-1 strike with 15 prowess. Dwarves-4 strikes with 9 prowess, 2 strikes with 12 prowess). Follow the attacks, tap The Balro or discard this card. The roll required to move to the surface site is reduced to zero. This site is never discarded or returned to its location deck. Cannot be duplicated on a given site.  
Cave Troll	MEBA	meba_cavetroll.jpg	Resource	Ally	Troll	Minion	Rare	1	-	-	2.0	-	-	4.0	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Playable at a tapped or untapped Under-deeps site with a Troll automatic-attack. +1 to rolls required for its controller's company to move to adjacent Under-deeps sites.   ""'A great cave-troll, I think, or more than one.'""-LotRII "
Caverns Unchoked	MEBA	meba_cavernsunchoked.jpg	Resource	Permanent-event	-	Balrog	Uncommon	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog specific. Playable on an Under-deeps site during the organization phase. This site is never discarded or returned to its location deck. Each other site (of yours) in the same region as its surface site is considered adjacent to this Under-deeps site. This only applies if the other site is normally a Shadow-hold [S], Ruins & Lairs [R], or Border-hold [B].   ""Or released it from prison...""-LotR "
Challenge the Power	MEBA	meba_challengethepower.jpg	Resource	Permanent-event	One Ring	Balrog	Rare	2	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Playable on The Balrog if he bears The One Ring. Make a roll adding one for each sage in his company and for each other Challenge the Power in play. If the result is less than 7, The Balrog is eliminated; 7 or 8, discard this card; 9 or 10, you gain 2 Marshaling points and The One Ring affects The Balrog; greater than 10, you win the game. Cannot be duplicated on a given turn. 
Cloaked by Darkness	MEBA	meba_cloakedbydarkness.jpg	Resource	Short-event	-	Balrog	Rare	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog specific. Playable on a company if Great Shadow is in play. You may bring this card from your sideboard into your play deck and reshuffle during your organization phase. The hazard limit against the company is reduced by one to no minimum.  ""Fire claimed their hearts, but shadow cloaked the forms of the Valaraukar.""-Kuduk Lore "
Crept Along Carefully	MEBA	meba_creptalongcarefully.jpg	Resource	Permanent-event	-	Hero	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	Playable on a company during the organization phase. The company cannot use starter movement or move to another Under-deeps site. In addition, if they move with region movement, they are limited in all cases to 3 regions maximum and their hazard limit is reduced by one (to a minimum of two). Discard this card from play and make a roll to attempt to cancel an attack against them by an opponent's company. If the roll plus the number of rangers in the company is greater than 7, the attack is canceled. Discard when any play deck is exhausted or, if you choose, during your organization phase. 
Crowned with Storm	MEBA	meba_crownedwithstorm.jpg	Resource	Short-event	-	Balrog	Rare	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Playable if The Balrog's company is not at an Under-deeps site and is in company vs. company combat against a company with a Wizard. Discard all allies with no body at the site. Make a roll: for each character at the site with a mind less than 8 and for each ally normally worth less than 3 Marshaling points. If the result minus 1 is greater than the character's/ally's body, he is wounded or, if already wounded, eliminated. Tap all untapped allies and characters with a mind stat. 
Darkness Wielded	MEBA	meba_darknesswielded.jpg	Resource	Short-event	-	Balrog	Rare	-	Balrog	Balrog	-	-	-	-2.0	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Playable on an attack against The Balrog's company if Great Shadow is in play. You may bring this card from your sideboard into your play deck and reshuffle during your organization phase. The attack receives -2 prowess, -1 body, and is reduced to one strike. Alternatively, cancel this attack and a latter attack of your choice against his company this turn. 
Descent through Fire	MEBA	meba_descentthroughfire.jpg	Resource	Permanent-event	-	Balrog	Rare	3	Balrog	Balrog	-	-	-	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.0	0.0	-	0.0	Balrog specific. Playable during the site phase if The Balrog is at an untapped Under-galleries or Under-courts. Tap the site. The Balrog's company faces 3 attacks (Trolls-5 strikes with 8 prowess, 4 strikes with 10 prowess, 3 strikes with 12 prowess). Following the attacks, tap The Balrog or discard this card. If not discarded, place this card in your Marshaling point pile. All your characters receive +1 prowess and all your leaders receive +1 direct influence. Cannot be duplicated at a given site. 
Eddy in Fate's Tide	MEBA	meba_eddyinfatestide.jpg	Resource	Permanent-event	-	Balrog	Rare	2	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Playable during the site phase on an untapped site if The Balrog is there; the site cannot be an Under-deeps site or surface site thereof. Tap The Balrog and the site. This site is never discarded and never untaps for you. Before a company can play any ally or item at any version of this site, it must tap two characters during the site phase. 
Elven Rope	MEBA	meba_elvenrope.jpg	Resource	Minor Item	-	Hero	Rare	(3)	-	Ranger	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Tap Elven Rope and a ranger bearer during your organization phase to allow his company to move an additional region. Instead of eliminating a creature the bearer's company defeated (with a normal prowess less than 11), you may place the creature's card with Elven Rope. Discard the creature if Elven Rope's bearer becomes wounded. If stored with a creature, the creature stays with Elven Rope and you receive three miscellaneous Marshaling points. Otherwise, the creature has no effect on play. 
Evil Things Lingering	MEBA	meba_evilthingslingering.jpg	Resource	Ally	Spawn	Balrog	Rare	2	Balrog	Sage	4.0	-	-	9.0	9.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Unique. Balrog-specific. Spawn. Playable at The Under-galleris, The Under-courts, or Remains of Thangorodrim. Discard this ally if its company moves using region or starter movement. If this ally's controlling character is not The Balrog, your opponent makes a roll during your organization phase and subtracts four. The controlling character is eliminated if the result is greater than his mind. 
Flame of Udun	MEBA	meba_flameofudun.jpg	Resource	Permanent-event	Fana	Balrog	Uncommon	-	Balrog	Balrog	-	-2.0	-	3.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Demon Fana. Playable during your organization phase on The Balrog. Return this card to your hand: when you play another Demon fana card, or, if you choose, during your organization phase. Discard his allies. No other characters or allies can be in his company outside of the organization phase. +3 prowess; -2 direct influence; +1 to all body checks resulting from failed strikes against The Balrog. If The Balrog attacks successfully in company vs. company combat, +1 to defending character's body check. 
Foe Dismayed	MEBA	meba_foedismayed.jpg	Resource	Short-event	-	Balrog	Common	-	Balrog	Balrog	-	-	-	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog specific. +1 prowess against an attack for all characters in a leader's of The Balrog's company or +3 to an influence attempt by a leader or The Balrog.  ""He gave a cry of dismay and fear.""-LotRII "
Gangways over the Fire	MEBA	meba_gangwaysoverthefire.jpg	Resource	Permanent-event	-	Balrog	Uncommon	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. At the end of its movement/hazard phase, each of your moving companies may attempt to move with Under-deeps movement to a new site they have not used yet this turn. Another site card is played and a movement/hazard phase immediately follows. Subtract the number of complete movement/hazard phases the company has taken so far this turn from its Under-deeps movement rolls. You may start the game with this card in lieu of playing a minor item. Cannot be duplicated. 
Going Ever Under Dark	MEBA	meba_goingeverunderdark.jpg	Resource	Permanent-event	-	Minion	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a company during the organization phase. The company cannot use starter movement. In addition, if they move with region movement, they are limited in all cases to 3 regions maximum and their hazard limit is reduced by one (to a minimum of two). Discard this card from play and make a roll to attempt to cancel an attack against them by an opponent's company. If the roll plus the number of scouts in the company is greater than 7, the attack is canceled. Discard during your organization phase if you choose. Cannot be duplicated on a given company. 
Great Army of the North	MEBA	meba_greatarmyofthenorth.jpg	Resource	Permanent-event/Short-event	-	Minion	Rare	(2)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	As a permanent-event, +1 to your influence attempts against Orc and Troll factions. If you have at least 4 unique Orc and/or Troll factions-none playable at a Dark-hold [D]-you receive this card's Marshaling points. Cannot be duplicated as a permanent-event. Alternatively, as a short-event, you may choose any Orc and Troll factions you're your discard pile and shuffle them into your play deck. 
Great Fissure	MEBA	meba_greatfissure.jpg	Resource	Short-event	-	Balrog	Common	-	Balrog	Balrog	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog specific. Target and cancel any effect (declared earlier in the same chain of effects) that would cancel an attack by The Balrog's company against an opponent's company. Alternatively, cancel an attack against a company at, or moving to or from, an Under-deeps site.  ""...close to the feet of two huge pillars a great fissure had opened.""-LotRII "
Great Shadow	MEBA	meba_greatshadow.jpg	Resource	Permanent-event	Fana	Balrog	Uncommon	-	Balrog	Balrog	-	6.0	-	-2.0	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Balrog specific. Demon Fana. Playable during your organization phase on The Balrog. Return this card to your hand: when you play another Demon fana card, or, if you choose, during your organization phase. +6 general influence; -2 prowess; -1 body. The Balrog gains scout skill and may have followers. During your end-of-turn phase, you may take one non-short-event resource or character from your discard pile (show it to your opponent) and shuffle it into your play deck. The Balrog may tap to cancel an attack against his company. 
Great Troll	MEBA	meba_greattroll.jpg	Resource	Ally	Troll	Balrog	Rare	1	Balrog	Warrior	3.0	-	-	6.0	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Balrog-specific. Playable at a non-Darkhaven Under-deeps site and only by The Balrog. Troll. Even if it is tapped or wounded, you may assign a strike to this ally as though it were untapped.  ""Two great trolls appeared: they bore great slabs of stone, and flung them down to serve as gangways over the fire.""-LotRII "
Grond	MEBA	meba_grond.jpg	Resource	Permanent-event	-	Minion	Rare	-	-	-	-	-	-	-3.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable on a unique Orc or Troll faction. -3 prowess to automatic-attacks at Free-holds [F] and Border-holds [B] in the region containing the site where the faction is playable, and in all adjacent regions. Only one Grond can so affect a given site.   ""With a vast rush Grond was hurled forward by huge hands.""-LotRV "
