Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard	Text
Big Bats	MEFB	mefb_bigbats.jpg	Hazard	Creature/Short-event	Animal	Neutral	-	1	-	-	-	-	-	2.0	-	-	-	-	-	S	-	-	-	-	-	-	-	-	-	-	-	-	6.0	0.0	-	1.0	Animals. As a creature, playable at any Shadow-hold [S]. As a short-event, playable on an Orc or Wolf attack not keyed to a site; does not count against the hazard limit. Attacker chooses defending characters for this attack, and also for the next creature attack against the same company this turn.
Black Crows	MEFB	mefb_blackcrows.jpg	Hazard	Creature/Short-event	Animal	Neutral	-	1	-	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6.0	0.0	-	1.0	Animals. As a creature, playable at any non-Under-deeps Ruins & Lairs [R]. As a short-event, bring from your discard pile to your hand one hazard you have played as creature this movement/hazard phase. Cannot be duplicated in a given phase.
Boars	MEFB	mefb_boars.jpg	Hazard	Creature	Animals Boars	Neutral	-	1	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0	Animals. Boars. Boars receives +1 strike if Spring of Arda is in play.
Bregalad	MEFB	mefb_bregalad.jpg	Hazard	Creature	Awakened Plant Ent	Neutral	-	2	-	-	-	-	-	12.0	9.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Unique. Awakened Plant. Manifestation of Quickbeam. Attacker chooses defending characters. Detainment and -2 prowess against hero and covert companies. May also be played keyed to Fangorn; and at sites in that region.
Camthalion	MEFB	mefb_camthalion.jpg	Hazard	Creature/Short-event	Elf Elves	Neutral	-	2	-	-	-	-	-	12.0	8.0	-	-	unique	-	D	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Unique. Elf. Detainment against minion companies. +2 prowess against Elves. May also be played at Shadow-holds [S] if a Nazgul or Ringwraith is in play. May also be played against a company that has faced a non-detainment Nazgul attack this turn. As a short-event, playable on a hero character moving in a Dark-domain [d] or to a Dark-hold [D]. The character loses all skills this turn and must discard any Knowledge or Information resources he controls. Camthalion's attack and effects are not affected by spells or magic. 
Choked with Vanity	MEFB	mefb_chokedwithvanity.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on an Elf-lord. All his resources that can be stored and are not stored at an Elf-hold or are not in the Elf-lord's company never give more than 1 MP (overriding any other card's effects). Cannot be duplicated on an Elf-lord.
Curse Him, Root and Branch!	MEFB	mefb_cursehimrootandbranch.jpg	Hazard	Permanent-event	-	Neutral	-	2	-	-	-	-	-	-	-	-	invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Awakened Plant attacks against companies of minion and Fallen-wizard players (except Gandalf, Radagast, or Elf-lord players) attack normally, not as detainment. Ent allies may tap to cancel an Awakened Plant attack against their company. Invert this card when such an attack is defeated. If inverted, all Awakened Plant attacks receive +1 to their prowess and strikes; place this card in opponent's MP when one of his companies defeats an Awakened Plant attack. Otherwise, discard when any play deck is exhausted. Cannot be duplicated.
Dark Heart	MEFB	mefb_darkheart.jpg	Hazard	Short-Event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a site with an Awakened Plant automatic-attack (does not count against the hazard limit). Automatic-attacks at the site cannot be cancelled this turn. If played as on-guard card, may be revealed before facing automatic-attacks at the site: attacker also chooses defending characters for Awakened Plant attacks at the site.
Decisions of the White Council	MEFB	mefb_decisionsofthewhitecouncil.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable if four or more manifestations of Wizards and/or Elf-lords are in play (three if none of these are characters). Discard if these conditions do not exist. Cannot be duplicated. Once per turn, the hazard player may place a hazard long-event in play with this card (not an environment or manifestation of a unique creature). No more than three hazards can be with this card; they are not discarded normally during the long-event phase. 
Doom of the Noldor	MEFB	mefb_doomofthenoldor.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Elf creatures playable keyed to Wilderness [w] may be played at any Elf-hold. Any effect of Hair of Uinen or Ulmo's Watch in play by an Elf-lord is cancelled. Additionally, if a ring or treasure item is in play, any CC made by a Noldo for using a spell or ritual, for transferring an item, or for using Nenya or Vilya, is modified by -1 (by -2 if there are 3 or more such items in play). 
Elven Archer	MEFB	mefb_elvenarcher.jpg	Hazard	Creature	Elf Elves	Neutral	-	1	-	-	-	-	-	7.0	9.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Elf. One strike. Playable only against overt companies. May also be played keyed to any Elf-hold or region containing an Elf-hold. Attacker chooses defending characters. Against companies moving with flying movement: +4 prowess, and resulting body checks are modified by +1. Each ranger in the attacked company lowers Elven Archer's body by 1. Unless the attack is cancelled or defeated, resources that require a scout or ranger in the company cannot be used this turn. 
Elven Custody	MEFB	mefb_elvencustody.jpg	Hazard	Permanent-event	Prisoner	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a non-avatar character facing a strike from a non-detainment Elf attack. +2 to the strike's prowess; if successful, the character is not harmed but taken prisoner at the Elf-hold closest to his current or new site (nearest Haven [H] if tied). Rescue-attack: Elves -- 3 strikes with 9 prowess. During his untap phase, the resource player makes a roll, modified by +1 for every character at a site in the prisoner's region (or adjacent region/site) that taps; if the result is greater than 10, he is rescued into his own company. 
Elven Wards	MEFB	mefb_elvenwards.jpg	Hazard	Long-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	For each company moving in Hollin or Woodland Realm, or moving to an Elf-hold or version of an Elf-lord's protected Lordhaven [H], the hazard player makes a roll, modified by +2 for an overt company and by -2 for a hero company. If the result is: 0 to 8, tap all characters in the company with a mind less than 5; if 9 to 11, the company must return to its site of origin; if 12+, each character in the company       makes a body check: failing his check wounds a character, or eliminates him if he was already wounded. 
Evenstar of Her People	MEFB	mefb_evenstarofherpeople.jpg	Hazard	Creature/Permanent-event	Elf Elves	Neutral	-	2	-	-	-	-	-	9.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Unique. Elf. Manifestation of Arwen. Detainment against hero companies. As a creature, may be played keyed to Wold & Foothills and Rhudaur; or at sites in these regions. As a permanent-event, each time a minion player would draw cards during his turn (except when resolving hand size), he may not draw more than two cards; cards drawn during multiple movement/hazard phases of a company are considered a single draw.
Falathrim	MEFB	mefb_falathrim.jpg	Hazard	Creature/Short-event	Elf Elves	Neutral	-	2	-	-	-	-	-	10.0	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.0	0.0	-	1.0	Elves. May be played keyed to any region that contains a hero Haven [H] and is adjacent to a Coastal Sea [c]; and to its adjacent Coastal Sea regions. If Gates of Morning is in play, may be played keyed to any Coastal Sea region. If The Watchful Peace is in play, may be played at any Free-hold [F] port. If all strikes are successful against an overt company, they must return to their site of origin. As a short-event, play as a hero resource to cancel an attack by Pirates or Corsairs of Umbar keyed to a Coastal Sea region or site therein.
Fangorn*	MEFB	mefb_fangorn.jpg	Hazard	Creature/Short-event	Awakened Plant Ent	Neutral	-	3	-	-	-	-	-	14.0	9.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0	Unique. Awakened Plant. Manifestation of Treebeard. Detainment and -2 prowess against hero and covert companies. As a creature, playable keyed to Fangorn, Wold & Foothills, Anduin Vales, Brown Lands, Rohan, Gap of Isen, Enedhwaith, Old Pukel-land, or Redhorn Gate; and also at Border-holds [B] and Ruins & Lairs [R] in these regions and at any site in Fangorn. As a short-event, bring one Awakened Plant hazard creature from your discard pile to your hand.
Finglas	MEFB	mefb_finglas.jpg	Hazard	Creature/Short-event	Awakened Plant Ent	Neutral	-	2	-	-	-	-	-	11.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Unique. Awakened Plant. Manifestation of Leaflock. Detainment and -2 prowess against hero and covert companies. May be played keyed to Rohan, Fangorn, Wold & Foothills, Anduin Vales, Brown Lands, Gap of Isen, Enedhwaith, Old Pukel-land, or Redhorn Gate; and at Border-holds [B] and Ruins & Lairs [R] in these regions and at any site in Fangorn. As a short-event, play to cancel a resource declared  the same chain of effects, on a company that has faced an Awakened Plant attack this movement/      hazard phase.
Fladrif	MEFB	mefb_fladrif.jpg	Hazard	Creature	Awakened Plant Ent	Neutral	-	2	-	-	-	-	-	16.0	9.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Unique. Awakened Plant. Manifestation of Skinbark. Detainment and -4 prowess against hero and covert companies. May be played keyed to Fangorn, Wold & Foothills, Anduin Vales, Rohan, Gap of Isen, Redhorn Gate, or Misty Mountains - Southern Spur; and also at Border-Holds [B] and Ruins & Lairs [R] in these regions and at sites in Fangorn. 
Goldberry, the River-daughter	MEFB	mefb_goldberrytheriverdaughter.jpg	Hazard	Permanent-event	Maia	Neutral	-	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Unique. Manifestation of Goldberry. The hazard limit for overt companies at or moving to a site in Arthedain, Cardolan, Hollin, Rhudaur, Old Forest, or The Shire is increased by one; The Oldest may be played against such a company. Additionally, every overt or minion company moving in one of these regions must tap two rangers (instead of one) to cancel Enchanted Stream or the effects of River. 
He is Lost to Us	MEFB	mefb_heislosttous.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a Lord or Fallen-wizard if he has at least 6 SP. While this card is in active play, creatures that have an asterisk [*] and are not of the same race as the avatar (Maia for Fallen-wizard) attack normally against his company, not as detainment. When this card would be discarded, place it in opponent's MP instead: hazard creatures with an asterisk [*] in his are each worth full kill MP.
Lord of the Woods	MEFB	mefb_lordofthewoods.jpg	Hazard	Creature/Permanent-event	Elf Elves	Neutral	-	3	-	-	-	-	-	14.0	9.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0	Unique. Elf. Manifestation of Thranduil. Detainment and -3 prowess against hero companies. May be played keyed to Woodland Realm, Heart of Mirkwood, Western Mirkwood, Grey Mountain Narrows, or Northern Rhovanion; and at sites in these regions. As a permanent-event, attacks against minion and overt companies keyed to these regions or at sites therein are never detainment. Any company moving in these regions faces an Elf attack of 2 strikes with 10 prowess (detainment against hero companies). You may return this card to your hand, which counts as 1 against the hazard limit.
Pride	MEFB	mefb_pride.jpg	Hazard	Long-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Any character playing or using a resource that requires a skill or race must make a CC modified by -1 (-2 if he is a Noldo). Cannot be duplicated.
Protecting their Domain	MEFB	mefb_protectingtheirdomain.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	All creature attacks keyed to Wilderness [w] or Jungle [j] receive -1 prowess. All Animal, Spider, and Awakened Plant attacks receive +1 prowess (+2 prowess if not at a site). Discard if an Animal, Spider, or Awakened Plant attack is defeated. Cannot be duplicated.
Sentinel of the Grove	MEFB	mefb_sentinelofthegrove.jpg	Hazard	Permanent-event	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Playable on a non-Dragon's lair Ruins & Lairs [R] in a Wilderness [w]. May also be played on an oasis. The site gains an additional automatic-attack: Awakened Plant -- 1 strike with 10 prowess. Cannot be duplicated on a site.
Shifting Paths	MEFB	mefb_shiftingpaths.jpg	Hazard	Short-event	Environment	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0	Environment. Playable on a moving company with more Wilderness [w] and/or Jungle [j] regions in their site path than there are avatars, rangers, and/or Maia and Ent allies in the company. The defending player must replace their new site with a site from his location deck in the same or an adjacent region. If none is available, the hazard player may take a site (which opponent can use) from his location decks instead.
Sons of Elrond	MEFB	mefb_sonsofelrond.jpg	Hazard	Creature/Short-event	Elf Elves	Neutral	-	2	-	-	-	-	-	12.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0	Unique. Elves. Manifestations of Elladan and Elrohir. Detainment against hero companies. Playable keyed to Rhudaur and its adjacent regions; and at sites in these regions if the company contains a leader or a Ringwraith. May also be played against a company that has faced Elves upon Errantry this turn. If any strike wounds a character, the company must immediately discard one item (defender's choice). As a short-event, target and cancel an effect that would cancel an attack or strike from an Elf hazard creature.
