Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Theoden King	METI	meti_theodenking.jpg	Character	Avatar	Man-lord Lord	Atani-lord	-	[Avatar GI: 17; Mind: 7; DI: 3; P/B: 5/7]---W/Sa/D---Man-lord. Unique. Manifestation of Theoden. Leader. Marshal of the Riddermark. +5 DI against characters with a home site in Rohan. +2 DI against factions playable in Rohan. When Theoden King is at Edoras you may keep one more card than normal in your hand. If an opponent has a company without an agent at a non-Haven site in Rohan during his organization phase you may look at his hand. tap: take Meduseld from your discard pile to your hand.Home site: Edoras.	-	-	Warrior Sage Diplomat	7.0	-	17.0	5.0	7.0	-	Edoras	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Theodred	METI	meti_theodred.jpg	Character	character	Man	Hero	-	[MP: 1; Mind: 4; DI: 2; P/B: 4/7]---W/Sc---Man. Unique. +2 DI against characters with home site Edoras or Helm's Deep. +2 DI against the Riders of Rohan and Men of Westfold factions. When Theoden is eliminated, any resources only playable on Theoden may be played on Theodred, and/or transferred to him if he was in the same company.Home site: Helm's Deep.	1	-	Warrior Scout	4.0	2.0	-	4.0	7.0	-	Helm's Deep	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Widfara	METI	meti_widfara.jpg	Character	character	Man	Hero	-	[MP: 0; Mind: 1; DI: 0; P/B: 2/6]---W---Man. Unique. -1 to his CPC. -1 to his influence attempts. When Widfara comes into play you may take one The Wind Is Turning from your discard pile or play deck (reshuffle) to your hand.Home site: any site in Rohan.	-	-	Warrior	1.0	0.0	-	2.0	6.0	-	any site in Rohan	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Wolf	METI	meti_wolf.jpg	Character	Agent	Man	Minion	-	[MP: 1; Mind: 4; DI: 2; P/B: 3/7]---W/D---Man. Unique. Agent.  +2 direct influence against Dunlendings.  Home site: Dunnish Clan-hold, Edoras.	1	-	Warrior Diplomat	4.0	2.0	-	3.0	7.0	-	Dunnish Clan-hold, Edoras	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
All Dead, All Rotten	METI	meti_alldeadallrotten.jpg	Hazard	Permanent-event	-	Neutral	-	Each non-Elf, non-Wizard character in a company moving to a site with an Undead automatic- attack must make a CP at the end of their movement/hazard phase. Discard when any play deck is exhausted. Cannot be duplicated. 	-	check	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Darkness Ahead	METI	meti_darknessahead.jpg	Hazard	Permanent-event	-	Neutral	-	Any hazard player may reserve a card face-down under  this card (counting as 1 against the hazard limit). Only  one card can be reserved with this card at any time. During opponent's movement/hazard phase the hazard player may play his card from under this card as if played from hand (except short-events). During his end-of-turn phase a player may take his card back to hand.      If this card is discarded, reveal and discard any card under it: if it is not a hazard, place this card in the controlling player's mp. -1 to your handsize if this card is in your mp.	-	hand	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Demons of Aglarond	METI	meti_demonsofaglarond.jpg	Hazard	Creature	Demons	Neutral	-	[MP: 1; P/B: 9/0] Demons. 4 strikes. May be played keyed to Glittering Caves or the Gem-deeps. If Doors of Night is in play may also be played keyed to any adjacent Under-deeps site or to Gap of Isen.	1	-	-	-	-	-	9.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	0.0	-	1.0
Devastation	METI	meti_devastation.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a site on which Siege, Wyrmsiege or Nature's Revenge was in play at the beginning of the movement/hazard phase. Discard above mentioned hazard from the site: any version of the site becomes a Ruins & Lairs [R] and the region containing the site a Wilderness [w]. Replace all automatic-attacks with: Undead -- 3 strikes with 7 prowess. Additionally, the site never untaps and is not discarded or returned to the location deck. Discard this card if Rebuild the Town is played on the site or the site becomes a Haven [H].	-	site	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Grasping and Ungracious	METI	meti_graspingandungracious.jpg	Hazard	Permanent-event	Corruption	Neutral	-	[CP: 1] Corruption. Playable on a non-diplomat, non-avatar character. Target character may not transfer or store any items, and no items may be transferred to target character. Cannot be duplicated on a given character.    During his organization phase, a character with this card may tap to attempt to remove it. Make a roll: if the result is greater 6, discard this card.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Greater Spectres	METI	meti_greaterspectres.jpg	Hazard	Creature	Undead	Neutral	-	[MP: 1; P/B: 7/0] Undead. {Shadow-lands, Dark-Domains and Dark-holds} Two strikes. Non-unique weapons do not modify. May also be played keyed to any Under-deeps site with an Undead automatic- attack.      Unless the attack is cancelled, opponent may play one corruption card (not counting against the hazard limit) from the discard pile on a character who has faced a strike from Greater Specters.	1	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Grima Wormtongue	METI	meti_grimawormtongue.jpg	Hazard	Creature/Long-event	Man Men	Neutral	-	[MP: 2*; P/B: 8/8] Unique. Man. Manifestation of Wormtongue. 1 strike. Detainment against hero and covert companies. As a creature, may be played keyed to any site in Rohan, Anorien, Gap of Isen, Enedwaith or Dunland. May also be played following an attack by Saruman the Wise. Unless this attack is cancelled or defeated, tap all non-diplomat, non-sage characters in the company.     If played as a long-event, all influence attempts at sites in the above named regions are modified by -3.	2*	-	-	-	-	-	8.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Haunted Place	METI	meti_hauntedplace.jpg	Hazard	Short-event	-	Neutral	-	Playable on a Ruins & Lairs [R] or Shadow- hold [S] in a region affected by Angmar Arrises, Growing Shadow, In Darkness Bind Them or Reaching Shadow. An additional automatic-attack is created at the site: Undead -- 2 strikes with 7 prowess.     Alternatively, playable on a site with an Undead automatic-attack. The automatic- attack cannot be cancelled this turn.	-	site	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hunt Wild Men Like Beasts	METI	meti_huntwildmenlikebeasts.jpg	Hazard	Permanent-event	-	Neutral	-	Characters with a home site in Rohan may not be in the same company as a Wose character. Additionally, characters with a home site in Rohan may initiate CvCC with a Wose character or ally, as if both are single character companies and regardless of their alignment.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hurnkennec	METI	meti_hurnkennec.jpg	Hazard	Creature	Pukel-creature Spider	Neutral	-	[MP: 1; P/B: 11/0] Pukel-creature. {Shadow-hold} Spider. 1 strike. Attacker chooses defending characters. May not be played if the company has already faced a hazard creature this movement/hazard phase; any subsequent hazard creatures keyed to the same site cost 2 against the hazard limit.    May also be played at Ruins & Lairs [R] sites in the following regions: Andrast, Anfalas, Anorien, Dunland, Enedhwaith, Gap of Isen, Lamedon, Old Pukel Gap, Old Pukel-land, and Rohan.	1	-	-	-	-	-	11.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
King of the Dead	METI	meti_kingofthedead.jpg	Hazard	Creature	Undead	Neutral	-	[MP: 2; P/B: 14/5] Unique. Undead. Manifestation of Oathbreaker. One strike. May be keyed to Dunland, Enedhwaith, Gap of Isen, or Old Pukel-land, or at Ruins&Lairs sites in these regions and at Dunharrow or Vale of Erech. Each character wounded by King of the Dead makes a corruption check at -1	2	-	-	-	-	-	14.0	5.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Like Shreds of Cloud	METI	meti_likeshredsofcloud.jpg	Hazard	Permanent-event	-	Neutral	-	Weapons (except weapons with a resource event attached) do not modify a defending character's prowess against strikes from Chill Douser, Corpse Candle, Ghosts, Sand Devil, Ta-Fa-Lish or Wisp of Pale Sheen. Discard this card when any play deck is exhausted. Cannot be duplicated.	-	attack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lord of the Eorlingas	METI	meti_lordoftheeorlingas.jpg	Hazard	Creature/Long-event	Man Men	Neutral	-	[MP: 2*, P/B: 12/7] Unique. Man. Manifestation of Theoden. 2 strikes. As a creature, may be played keyed to Enedwaith, Gap of Isen, Rohan and Anorien,  and at non-Haven sites in these regions. Detainment against hero and covert companies.    As a long-event, any non-flying company without a horse ally at a site in the above named regions cannot reveal a new site that is not in the above named regions.	2*	-	-	-	-	-	12.0	7.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Lost in Emyn Muil	METI	meti_lostinemynmuil.jpg	Hazard	Short-event	-	Neutral	-	Playable on a moving company. Opponent must discard the top card of his play deck (he may look at the card) or bring a number of random cards equal to the company size from his discard pile to his play deck and shuffle (hazard player's choice). Opponent may cancel the second effect by shuffling the same number of random cards from his hand to his play deck instead. Remove this card from the game.	-	roadblock	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Memories of Axe-wielders	METI	meti_memoriesofaxewielders.jpg	Hazard	Short-event	-	Neutral	-	Playable on a company with a majority of Man, Dwarf, Orc and/or Troll characters. All Awakened Plant attacks receive +2 prowess against the company this turn. Cannot be duplicated on a given turn for a given company.	-	attack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Mensharag	METI	meti_mensharag.jpg	Hazard	Creature	Pukel-creature Animal	Neutral	-	[MP: 1; P/B: 10/0] Pukel-creature. Animal. {Shadow-hold}  1 strike. May only be played as the first hazard creature played this movement/hazard phase; any subsequent hazard creatures keyed to the same site cost 2 against the hazard limit.    May also be played at Ruins & Lairs [R] sites in the following regions: Andrast, Anfalas, Anorien, Dunland, Enedhwaith, Gap of Isen, Lamedon, Old Pukel Gap, Old Pukel-land, and Rohan.	1	-	-	-	-	-	10.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Mewlips	METI	meti_mewlips.jpg	Hazard	Creature	Undead	Neutral	-	[MP: 1; P/B: 10/0] Undead. {Double Wilderness, Shadow-lands} 2 strikes. May also be played keyed to a swamp. Any character wounded by Mewlips must discard one non-ring item (defender's choice). If Mewlips is defeated, a character in the company may tap to play a minor or major item from hand or discard pile.	1	-	-	-	-	-	10.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	0.0	-	1.0
Much Cursing and Confusion	METI	meti_muchcursingandconfusion.jpg	Hazard	Short-event	-	Neutral	-	Play to target a card opponent has reserved faced down or has placed off to the side (cannot be a character or agent); opponent must reveal target card and bring it to his hand, or place this card in his MP, a player's hand size is reduced by one for the purpose of resolving hand size after any movement/hazard phase.	-	hand	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Out of the Swamps	METI	meti_outoftheswamps.jpg	Hazard	Permanent-event	-	Neutral	-	Each non-unique Undead creature may be played keyed to a swamp.    Additionally, if Doors of Night is in play, each Undead creature playable keyed to a swamp by name or type may also be keyed to the region containing the swamp.	-	attack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Panic	METI	meti_panic.jpg	Hazard	Short-event	-	Neutral	-	Playable on a company facing a non-detainment Demon, Dragon, Drake or Spawn attack (does not count against the hazard limit). For every ally in the company make a roll (modified by +2 if the ally is unique); if the result plus the ally's mind plus its controlling character's mind is less than the creature's base prowess, the ally is tapped. If the modified result is less than the base prowess minus 7, discard the ally.	-	ally	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tauremornalome	METI	meti_tauremornalome.jpg	Hazard	Permanent-event	-	Neutral	-	Each company moving through Fangorn or Old Forest must make a roll: subtract 1 for each character and for each Dwarf and Orc in the company, add 2 for each Ent ally in the company. If the result is less than 5, the company faces an attack: Awakened plant -- 3 strikes with 10 prowess.        Additionally, each player may use one against the hazard limit to discard one Awakened Plant creature and add one Wilderness [w] to the site path of a company moving through at least one Wilderness [w] or Border-land [b]. A ranger, avatar or Ent ally in the company may tap to prevent this. Cannot be duplicated.  Alternatively, discard this card from play to tap an Ent ally.	-	attack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Terror of Halifirien	METI	meti_terrorofhalifirien.jpg	Hazard	Creature	Animal Boar Trophy	Neutral	-	[MP: 1; P/B: 13/6] Unique. Animal. Boar. Manifestation of Wild Boar of Everhold. 1 strike. Playable keyed to Rohan and Fangorn. May also be played keyed to Druadan Forest.       If this creature is defeated and a Man character has faced 1 of its strikes, he may take it as a trophy; character receives +1DI and +1 prowess.	2	-	-	-	-	-	13.0	6.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Turukulon	METI	meti_turukulon.jpg	Hazard	Creature	Dragon Fire-dragon	Neutral	-	Unique.  Fire-dragon.  May be played at Turukulon's Lair.  3 strikes.  If Doors of Night is in play, may also be played keyed to Dunland, Enedwaith, Hollin, Misty Mountains - Southern Spur, and Redhorn Gate, and to non-Haven, non-Free-hold sites in these regions.	3	-	Winged	-	-	-	11.0	7.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Turukulon's New Abode	METI	meti_turukulonsnewabode.jpg	Hazard	Permanent-event	Dragon Fire-dragon	Neutral	-	Unique.  Manifestation of Turukulon.  Place this card with a non-Dragon's Lair Ruins & Lairs [R] in a mountain region (or with at least 3 Wildernesses [w] or 2 Deserts [e] in its site path, but not in Mirkwood); you may also take the site from your location deck.  Target site does not leave active play until this card leaves play.  Any version of the site gains an additional automatic-attack:  Dragon - 3 strikes with 12/7 prowess/body.  This card is considered an at home manifestation, it cannot be revealed as an on-guard card.	3	-	Winged	-	-	-	12.0	7.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
We Wants It	METI	meti_wewantsit.jpg	Hazard	Short-event	-	Neutral	-	Reveal My Precious at a site where a company containing Gollum or Stinker is present: Gollum/Stinker immediately attacks a character in the company bearing an item (attacker chooses). After the attack, if the attack was successfull, discard Gollum/Stinker. Otherwise, turn My Precious face down and heal Gollum/Stinker (if still in play).	-	agent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Misty Mountains - Southern Spur	METI	meti_mistymountainssouthernspur.jpg	Region	region	-	Neutral	-	Mountain Region - Southern SpurDunland, Gap of Isen, Fangorn, Hollin, Redhorn Gate	-	-	-	-	-	-	-	-	-	-	unique	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
A Lust Not Concealed	METI	meti_alustnotconcealed.jpg	Resource	Permanent-event	-	Fallen/Lord	-	[SP: 1] Playable (at any time) on your avatar if you tap two characters with two different skills in his company. Your avatar receives +3P and -3 DI this turn; untap him if tapped. Cannot be duplicated in a given turn.	-	ffw, eel, atl, dwl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
A Mind Alike	METI	meti_amindalike.jpg	Resource	Permanent-event	-	Fallen/Lord	-	[SP: 1] Place this card on your avatar when he is in play. You may tap your avatar to look at half the number of cards in opponent's hand (at random; round up if opponent is of the same alignment, round down otherwise). Avatar makes a CP.	-	ffw, eel, atl, dwl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Aglarond	METI	meti_aglarond.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1] Playable during the site phase on Glittering Caves,  if you have a Dwarf with mind of 5 or more at the site. The company faces an attack (cannot be cancelled): Pukel-creature -- 2 strikes with 8 prowess. Tap a Dwarf after the attack or discard this card. All versions of Glittering Caves become a Border- hold [B] and a Dwarf-hold; all automatic- attacks are cancelled for your companies. This site is never discarded and never untaps for you. Cannot be duplicated.	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Almost Felt You Liked the Forest!?	METI	meti_almostfeltyoulikedtheforest.jpg	Resource	Short-event	-	Hero	-	Playable on an Ent ally. The ally may face strikes from automatic-attacks and attacks keyed to his company's site this turn.    Alternatively, play to cancel an Animal, Spider or Awakened Plant attack against your company	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Always the Black Horses	METI	meti_alwaystheblackhorses.jpg	Resource	Permanent-event	Trophy	Minion	-	[MP: (2)] Trophy. Playable during the site phase on an overt company at an untapped site in Rohan. Tap the site. The company faces an attack: Men -- 4 strikes with 9 prowess (cannot be cancelled). Following the attack, Tap a character in the company or discard this card.   Alternatively, playable on an overt company after CvCC this turn. Tap a character in the company. Opponent must choose and discard a horse ally controlled by one of his wounded characters at the site; otherwise discard this card.May be stored at a Darkhaven [K]. Cannot be duplicated in a given turn.	(2)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Amon Anwar	METI	meti_amonanwar.jpg	Resource	Permanent-event	-	Hero	-	Playable at the end of the organization phase on a moving company that can legally move to Rohan. This card is used as a site card: Free-hold [F] in Rohan (draw: 1/1). During the site phase here you may tap Red Arrow or discard Oaths You Have Taken from hand (for no effect) to invert this card.     If inverted, place this card in your mp instead of discarding it: it is worth 1 mp and whenever one of your Dunedain taps to support one of your Man characters with a home site in Greater Gondor (or vice versa) he give +2 to his prowess or CP (instead of +1). Cannot be duplicated by a given player.	-	-	-	-	-	-	-	-	-	invert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Assignment Forsaken	METI	meti_assignmentforsaken.jpg	Resource	Permanent-event	-	Fallen-wizard	-	[CP: 1; SP: 2] Fallen-wizard only. Place this card on your Fallen- wizard if he is in play. He may use spirit-magic.  +3 to his riddling, offering and flattery attempts.     Additionally, you may at any time discard one Honey on the Tongue or Poison of His Voice from hand to tap one non-avatar character (or two Man characters) at your Wizard's site. Wizard makes a CP. Cannot be duplicated by a given player.	-	ffw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Beechbone	METI	meti_beechbone.jpg	Resource	Ally	Ent	Hero	-	[MP: 2; Mind: 3; P/B: 6/7] Unique. Ent. Playable at any non-Haven site in Fangorn. When Beechbone becomes wounded, all other Ents in his company receive +3 prowess that turn and may face automatic-attacks and hazards keyed to the site. Discard Beechbone if his company moves to a site that is not in: Fangorn, Gap of Isen, Wold and Foothills, Enedhwaith, Redhorn Gate or Misty Mountains Southern Spur.	2	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Brought back Alive	METI	meti_broughtbackalive.jpg	Resource	Permanent-event	Prisoner	Fallen-wizard	-	[MP(*); SP: 1] Saruman specific. Prisoner. Playable on an overt company, if your opponent is a white player. All your successful strikes in CvCC do not wound characters. Instead, they are taken prisoner with the company and placed under this card with all non-follower cards they control (discard any allies). This card and any cards attached may be stored at Isengard: it is worth 1 mp for each character and item attached.     For every prisoner placed under this card the hazard limit against the company is increased by 1. If 2 or more characters leave the company (for any reason), or if a character in the company is wounded in CvCC, the characters placed under this card form a company at their current site.	-	Saruman-fw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Captain of the Guard	METI	meti_captainoftheguard.jpg	Resource	Permanent-event	-	Hero	-	Playable on a warrior character at his home site, if you have a unique faction in play at the site. +1 to his mind and prowess. While no other leader is in his company, target character becomes a leader. He may tap to take one All the Bells Ringing, Engines of Defence, Incite Defenders, or Town Guard from your discard pile to your hand. Discard this card if target character moves to a site that is not in the same region as his home site (or a region adjacent) nor adjacent to his home site. Cannot be duplicated on a given character.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Cast Aside Regret and Fear	METI	meti_castasideregretandfear.jpg	Resource	Permanent-event	Wizardry	Hero	-	Spell. Wizard only. Playable during the organization phase, if your opponent is a Fallen-wizard or minion and his avatar is in play.   Place this card on another character in your Wizard's company, or bring Denethor II or Theoden into play (if at their home site; from your hand or discard pile) under the Wizard's DI with this card. Both your and opponent's avatar now make a CP in turns (your Wizard going first), modifying the CP each round by an additional -1, until one of them fails. A failed CP only results in tapping the avatar (if untapped; ignore any other effect). If your Wizard fails, discard this card. Otherwise, discard any corruption or disease on target character. +1 to his body. Cannot be duplicated on a given character. Wizard makes a CP modified by -3.	-	-	Spell	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Caught and Found Guilty	METI	meti_caughtandfoundguilty.jpg	Resource	Permanent-event	Prisoner	Hero	-	[MP: (1)] Prisoner. Playable on a company after a failed attack or failed influence attempt by an opponent's face up agent  at their current site this turn. Tap a character and take the agent prisoner with the company (place this card with the prisoner under control of the host character).      You may store the prisoner and this card for 1 mp at a Haven [H] or Free-hold [F]. If stored and your opponent is a minion player, a Fallen-wizard, or a Lord of the same race as the agent, the prisoner is considered one of his characters in play. Discard this card if the prisoner is rescued.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
