Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Ered Harmal	MECP	mecp_eredharmal.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Heb Aaraan	MECP	mecp_hebaaraan.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Kykurian Kyn	MECP	mecp_kykuriankyn.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nurad	MECP	mecp_nurad.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nuriag	MECP	mecp_nuriag.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Shadow-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Orgothraath	MECP	mecp_orgothraath.jpg	Region	-	-	Neutral	-	Chey Sart, Chy, Ered Harmal, Heb Aaraan	-	-	-	-	-	-	-	-	-	-	-	Border-land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Relmether	MECP	mecp_relmether.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Wilderness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Sea of Rhun	MECP	mecp_seaofrhun.jpg	Region	-	-	Neutral	-	-	-	-	-	-	-	-	-	-	-	-	-	Coastal Sea	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ahar	MECP	mecp_ahar.jpg	Resource	Faction	Man	Dual	-	[MP: 2] Unique. Playable at Thraath if the influence check is greater than 8. Standard Modifications: character with home site in Chy, Heb Aaraan or Orgothraath (+2). Wild Horses faction is playable at the site where Ahar is played; modify any influence attempt against such a faction at this site by +4.	2	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Avari	MECP	mecp_avari.jpg	Resource	Faction	Elf	Hero	-	[MP: 2] Playable at any non-Haven Elf-hold not in Eriador, Gondor, or Wilderland     if the influence check is greater than 11.  Standard Modifications: Dwarves (-2), Elves (+2), Men (-2), any non-animal faction in play at any version of this site (-5). Cannot be duplicated within a territory.       tap: bring one Lingerers from your discard pile to your play deck and shuffle	2	-	Light Infantry	-	-	-	-	-	-	tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Bounty of the Earth-maidens	MECP	mecp_bountyoftheearthmaidens.jpg	Resource	Permanent-event	-	Hero	-	[MP: 1(*)] Playable on Gyogorasag Sanctuary if you have Ent-wives in play. One of the following items is playable at the site (even if tapped) each turn: Athelas, Ent-draughts, Healing Herbs, Miruvor or Old Vinyards.  Additionally, your rolls for Early Harvest are modified by +3. Place each successfully played Early Harvest with this card. This card is worth 1 extra mp for each Early Harvest attached. Radagast receives full mp for this card. Cannot be duplicated.	1(*)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Byrillium-lode	MECP	mecp_byrilliumlode.jpg	Resource	Permanent-event	Ore	Dual	-	[MP: (*)] Ore. Playable on an Elf or Dwarf during the site phase at a Ruins & Lairs [R] in a mountain region, if you have a Dwarf or Elf faction in play. Tap the character. If at a hold, you may attach this card to a faction you have in play at the site or to a treasure item in the company. This card is worth half the faction's mp or half the item's mp (round down). Cannot be duplicated on a given faction or item. Byrillium-lode is worth full mp to an Dwarf-lord or Elf-lord player.	(*)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Channels of Chey	MECP	mecp_channelsofchey.jpg	Resource	Short-event	Magic Ritual	Minion	-	Magic. Shadow-magic. Ritual. Playable during the site phase on a company with a shadow-magic using character. Make a body check for a non-avatar hero character at the same site. Modify the body check by +1 for every 5 mind of magic-using characters in the company you choose to tap. If the character is eliminated you receive him as kill mp and this card is removed from the game.      Unless he is a Ringwraith, the shadow-magic using character makes a CP modified by -5.	-	shadow	Shadow-magic	-	-	-	-	-	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Chey	MECP	mecp_chey.jpg	Resource	Faction	Man	Minion	-	[MP: 2] Unique. Playable at Ulk Jey Ama if the influence check is greater than 8.  Standard Modifications: if you are Ren the Ringwraith (+3).	2	-	Heavy Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Dorwinrim School of Diplomacy	MECP	mecp_dorwinrimschoolofdiplomacy.jpg	Resource	Permanent-event	Lore	Dual	-	[MP: 1; CP: 1] Lore. Playable on a non-overt, non-avatar diplomat during the site phase at Riavod if you have Men of Dorwinion in play. Tap the diplomat. Target diplomat may tap and discard a treasure item from the company (or Gifts as Given of Old from hand) to cancel a Dunadan, Dragon, Dwarf, Elf, Man, Orc, or Slayer attack.  Additionally, target diplomat need not tap to play Ruse or Ready to His Will, and any treasure item may be discarded from the company instead of the listed items for Token of Goodwill. Cannot be duplicated on a given character.	1	lore	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Eastward in His Hunting	MECP	mecp_eastwardinhishunting.jpg	Resource	Permanent-event	-	Fallen/Lord	-	If you are Alatar or an Elf-lord, spawn events are considered hazard creatures for the purpose of The Hunt and The Great Hunt:  you face them as if attacked by the automatic-attack they create.  If you are Pallando or a Dunadan-lord, your non-unique weapons are considered Dagger of Westernesse for the purpose of interpreting Barrow-blade; if Barrow-blade isplayed on it, discard any other resource event played on it.	-	alatar-fw, pallando-fw, el, al	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Emissary of Doom	MECP	mecp_emissaryofdoom.jpg	Resource	Permanent-event	-	Fallen-wizard	-	[SP: 1] Fallen-wizard only. Playable on a diplomat character in your Wizard's company. Target diplomat's DI is 0.  +3 to his influence attempts and he suffers no negative modifications according to his race. Additionally, he may make an influence attempt against a resource played on a site (as if a character with mind 5); subtract the number of opponent's characters at the site from the roll.     After a failed influence attempt by the diplomat against an opponent's character or resource, you may take one diplomat only card played on the attempt to your hand (instead of discarding it). 	-	ffw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Ered Harmal	MECP	mecp_eredharmal2.jpg	Resource	Short-event	-	Dual	-	Playable at the end of the organization phase on a company containing a ranger. If the company moves with region movement, tap a ranger to move as if the following pairs of regions were adjacent: Heb Aaraan and Khand, Heb Aaraan and Lurmsakun, Khand and Nurad, Lurmsakun and Nurad. The company faces an attack at the beginning of its movement/hazard phase:  Orcs -- 2 strikes with 7 prowess.   Alternatively, if the site moved to is in one of the regions listed above, the hazard limit is reduced by 2 (to a minimum of 2). Cannot be duplicated on a given company.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Fire-blade of Sen Jey	MECP	mecp_firebladeofsenjey.jpg	Resource	Special Item	Weapon	Minion	-	Unique. Playable on Ren the Ringwraith at any non-Free-hold site in the Great Central Plains (does not tap the site). Cannot be transferred. This item affects Ren; he gains the warrior skill and is not taken back to hand on a body check result of 7 or 8.        tap: prevent The Fiery Blade from being discarded from play.	-	-	Ringwraith	-	-	-	-	-	-	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Fire-priest of Chey	MECP	mecp_firepriestofchey.jpg	Resource	Permanent-event	-	Minion	-	[SP: 1] Black player only. Place this card on Ren the Ringwraith if in play as your Ringwraith. Ren becomes a War-lord and a leader. You may play this card in lieu of a minor item in your starting company and start the game at Chey Goumal; Ren gains this site as a home site.     Discard this card to take Fire-blade of Sen Jey from your discard pile to your hand. Cannot be duplicated.	-	-	Black Ringwraith	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Hill-men of Heb Aaraan	MECP	mecp_hillmenofhebaaraan.jpg	Resource	Faction	Man	Dual	-	[MP: 2] Unique. Playable at Alkyad if the influence check is greater than 8.  May only be played as a minion faction if the company discards a treasure item. Discarding a treasure item from the company reduces the number to influence this faction to 0, if it is in play by an opponent.	2	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
House of Thulin	MECP	mecp_houseofthulin.jpg	Resource	Permanent-event	-	Minion	-	Playable if you control more minion Dwarves than your opponent. May be played with your starting company in lieu of a minor item. Your companies with Dwarf majority are considered overt. You may play Orc-mail on any of these companies as if a minion resource. If Orc-mail is in play on the company, it may contain Orcs, and any Orcs in the company are considered Elves for the purpose of interpreting Unhappy Blows. Discard if a non-Dwarf is the highest mind character in the company	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Iorags	MECP	mecp_iorags.jpg	Resource	Faction	Man	Dual	-	Unique.  Playable at Iorag Camp  if the influence check is greater than 8  Standard Modifications:  any non-Man, non-Ringwraith character (-3)	2	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Kilmakur	MECP	mecp_kilmakur.jpg	Resource	Minor Item	Food	Dual	-	[MP: 0; CP: 1] Food item. Playable only at an oasis or swamp. May not be included with a starting company if it contains a female character. Discard to give bearer +3 prowess againt non-combat attacks this turn. If bearer is not an Elf, discard to increase to increase bearer's mind by two this turn Discard to give +5 prowess against all heat based attacks this turn.	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Life More Enduring	MECP	mecp_lifemoreenduring.jpg	Resource	Permanent-event	-	Hero	-	"Your Elf and Dunadan characters failing a CC by -2 or -3 are not eliminated but discarded instead.  Discard to discard a disease from an Elf of Dunadan you have in active play.  Cannot be duplicated by a given player.  ""... they were given wisdom and power and life more enduring than any others of mortal race have possessed."" - Sil"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Logath Herdsmen	MECP	mecp_logathherdsmen.jpg	Resource	Faction	Man	Dual	-	[MP: 2] Unique. Playable at Logath Camp if the influence check is greater than 8. Standard Modifications: Men (+1), minion characters (-2), overt characters (-2).     Rotate this faction 90deg whenever you discard an Animal faction or ally from play to use its ability. This faction is worth +1 MP for each time rotated (max 4) even to a fallen-wizard.	2	-	Light Infantry	-	-	-	-	-	-	invert	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Long They Journeyed	MECP	mecp_longtheyjourneyed.jpg	Resource	Permanent-event	-	Hero	-	[SP: 1] You may start the game with this card in lieu of playing a minor item. Cannot be duplicated by a given player. Discard this card to take a non-character manifestation of a Wizard from your play deck to your hand (reshuffle).     Pallando or Saruman specific. Your avatar may be brought into play at any non-Dark-hold Man-hold where you have a unique faction in play.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
Make League and Common Council	MECP	mecp_makeleagueandcommoncouncil.jpg	Resource	Permanent-event	-	Hero	-	Playable only on your starting company in lieu of a minor item. You may start the game at any Haven [H] not in Eriador, Gondor or Wilderland. To start the game at such a site, your starting company must contain at least three characters of different race (Wizard counts as a race) and no non-Wizard characters without a home site in the same territory as your starting site (or regions adjacent to this site's region). If you start your Wizard in this fashion, he requires only 10 initial mind instead of 12.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Mission to the East	MECP	mecp_missiontotheeast.jpg	Resource	Permanent-event	-	Fallen-wizard	-	[MP: 1; SP: 2] Playable if you are Alatar, Pallando, or Saruman and have 6 or more SP. Playable on a Border-hold or Shadow-hold with a Man AA in the Great Central Plains, if you have played a faction at the site. The site becomes a Wizardhaven and loses all AA. Nothing is considered playable as written on the site card. Cannot be duplicated on a given site.	1	alatar-fw, saruman-fw, pallando-fw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Morinehtar	MECP	mecp_morinehtar.jpg	Resource	Permanent-event	-	Dual	-	Unique. Manifestation of Alatar. White and grey player only.  Playable on a non-overt company without a Wizard, at or moving to a site in the Great Central Plains, Northern Waste, Sun-lands or Uttersouth.You may play spells on the company as if on Alatar (except Sacrifice of Form or True Fana; no  CP required).    tap: give all characters of a chosen race +1 prowess and +1 body till the end of the turn if moving to or at Shadow-hold [S], Dark-hold [D], Dragon's Lair, or any site with a Spawn automatic-attack.     Discard this card to modify the body of a non-CvCC attack against the company by -2. Discard this card when Alatar enters play or if you have 10 or more  SP. Invert this card during your untap phase; if inverted, discard this card at the end of the turn.	-	-	White Grey	-	-	-	-	-	-	company invert tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ovatha's Bow	MECP	mecp_ovathasbow.jpg	Resource	Special Item	Weapon Bow	Minion	-	[MP: 2; CP: 2; Prowess: +2] Unique. Playable at Sturlurtsa. Weapon. Warrior only: +2 prowess to a maximum of 8. If borne by a character with a home site in Khand, Horse Plains or regions adjacent to these:     tap: remain untapped against a strike from an attack that does not choose defending characters and is not keyed to a site.     tap: before strike assignment in CvCC to wound a horse ally in opponent's company.	2	-	Warrior	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Path of Virtue	MECP	mecp_pathofvirtue.jpg	Resource	Permanent-event	-	Hero	-	Playable on a Man character in a company with at least one Elf, Dwarf, or Dunadan, after defeating an attack by Orcs or Trolls.  +1 prowess against Orcs and Trolls.  +1 to all his CC.  Additionally he is also considered a Dunadan for environments and controlling purposes.  Cannot be duplicated on a given character.	-	-	-	-	-	-	1.0	-	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Path to Vileness	MECP	mecp_pathtovileness.jpg	Resource	Permanent-event	-	Minion	-	Playable on a Man character in an overt company that has just defeated an attack by Elves, Dwarves, or Dunedain.  +1 prowess against attacks of the types listed above, and such attacks are never detainment against his company.  +2 DI against Orcs and Trolls.  Additionally he is also considered an Orc for non-environments cards.  Cannot be duplicated on a given character.	-	-	-	-	2.0	-	-1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Rebellion amongst the Houses	MECP	mecp_rebellionamongstthehouses.jpg	Resource	Permanent-event	-	Minion	-	[SP: 3] Minion only. Playable on a company. If the company is at a Dwarf-hold and an opponent's company there contains a Dwarf and has a smaller company size, CvCC may be initiated and cannot be cancelled. After this CvCC, tap a Dwarf to transfer one resource which gives miscellanous mp, from an opponent's character to one of your unwounded Dwarves, or from opponent's site version to the Dwarf-hold. Place this card with it; it is worth 2 mp and opponent's resource is not worth any mp. Cannot be duplicated on a company	(2)	-	Minion	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0
Ring of Frost	MECP	mecp_ringoffrost.jpg	Resource	Special Item	Mind Ring	Minion	-	[MP: 3; CP: 2; Mind: +1; DI: +3] Unique. Mind Ring. Playable at Elyamu. To play this item, you must reveal from your hand a Binding Ring and remove it from play. Bearer can use sorcery. +1 to bearer's mind and +3 DI.      At the end of each of his untap phases, the bearer must make a roll: if the result is higher than his mind he is tapped (or eliminated if he was wounded).       tap: take one Bitter Cold from your discard pile to your hand.	3	-	-	-	-	-	-	-	2.0	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Royal Envoy	MECP	mecp_royalenvoy.jpg	Resource	Permanent-event	-	Hero	-	Playable on a Dunadan character with a home site not in Eriador or Gondor.  Tap character if untapped.  +2 to his DI against characters and factions playable at sites in his home site's territory, and he may tap to untap such a character or faction.  Cannot be duplicated on a given character.	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ruler of Rulers	MECP	mecp_rulerofrulers.jpg	Resource	Permanent-event	-	Fallen-wizard	-	[SP: 2] Pallando specific. Playable on one of your Wizard- havens [H] (not Isengard or The White Towers). If the site is a hold for any race, any hazard attack of that type becomes detainment against Pallando's company; any character of that race in Pallando's company receives +1 prowess in CvCC.     Additionally, any unique faction played at a site in Ormal Bay, the Great Central Plains, Sunlands or Uttersouth, counts as two factions for the purpose of Prophet of Doom. Cannot be duplicated.	-	pallando-fw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	1.0
Taarum Elves	MECP	mecp_taarumelves.jpg	Resource	Faction	Elf	Hero	-	[MP: 1(2)] Unique. Playable at Elanthia if the influence check is greater than 10.  Standard Modifications: Dunedain (+1), Dwarves (-1) Elves (+2), Men (-2) This faction is worth 2 mp if no manifestation of  Ren the Unclean is in play.     tap: shuffle one Ered Harmal from your discard pile to your play deck.	1(2)	-	Light Infantry	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
The Baradhrim League	MECP	mecp_thebaradhrimleague.jpg	Resource	Permanent-event	-	Minion	-	[MP: (2); SP: 1] Playable on your Ringwraith, if he is in Heralded Lord mode and at a site in Harrhun, Horse Plains, Harrhun, Khand, Kykurian Kyn, Nurad, or Nuriag. Discard this card to allow his company to move with region movement to any site in the above named regions. Any character with a home site in these regions may be brought into play with your Ringwraith at Mistrand.     If you have in play at least 4 factions playable at sites in the above named regions, this card is worth 2 mp and you may play Favoured by the Eye on your Ringwraith (without any other requirements). Cannot be duplicated by a given player.	(2)	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	1.0
The Road to the West	MECP	mecp_theroadtothewest.jpg	Resource	Permanent-event	-	Hero	-	[MP: (4)] Playable if you have an Elf faction in play. Rotate this card 90deg (or place a token) when you move to a Refuge site or turn a Ruins & Lairs [R] into a hidden site. This card may only be rotated once per site in a given territory. If rotated 360deg, place this card in your mp: it is worth 4 mp and your Elf characters receive +1 to their CP. Cannot be duplicated by a given player.	(4)	-	-	-	-	-	-	-	-	tap invert rotate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
