Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard	Text
Sly Southerner	MEWH	mewh_slysoutherner.jpg	Character	character	Half-orc Orc	Minion	Common	-	-	Warrior Scout	2.0	0.0	-	1.0	9.0	-	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	1.0	0.0	"Half-orc. Discard on a body check result of 9.  ""'So that's where that southerner is hiding...He looks more than half like a goblin.'"" -LotRI  Home Site: Any Dark-hold "
Squint-eyed Brute	MEWH	mewh_squinteyedbrute.jpg	Character	character	Half-orc Orc	Minion	Common	-	-	Warrior	2.0	0.0	-	3.0	9.0	-	Any Dark-hold 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	1.0	0.0	"Half-orc. Discard on a body check result of 9.  ""...one of their own number had also disappeared in the night, none other than Bill Ferny's squint-eyed companion."" -LotRI  Home Site: Any Dark-hold "
Ugluk	MEWH	mewh_ugluk.jpg	Character	Leader	Uruk-hai Orc	Minion	Rare	2	-	Warrior Ranger	5.0	0.0	-	5.0	9.0	-	Isengard 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Uruk-hai. Leader. Discard on a body check result of 9. +3 direct influence against Orcs and Orc factions.  ""'I am Ugluk. I command."" -LotRIII  Home Site: Isengard "
Blind to the West	MEWH	mewh_blindtothewest.jpg	Hazard	Short-event	-	Neutral	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Targets and cancels one hero short-event played by a Fallen-wizard earlier in the same chain of effects. This card can be played at any time and does not count against the hazard limit. Remove this card from the game.  ""'Then darkness took me...and I wandered far on roads that I will not tell.'""-LotRIII "
Cast from the Order	MEWH	mewh_castfromtheorder.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a Fallen-wizard. Make a roll and add the Fallen-wizard's stage points. If the result is less than 16, discard this card. Otherwise, place this card with the Fallen-wizard. The Fallen-wizard's player must use minion sites for Border-holds [B], Free-holds [F], and hero Havens [H]. Also, the Fallen-wizard's company is overt. 
Cruel Claw Perceived	MEWH	mewh_cruelclawperceived.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a Wizard, Fallen-wizard, or Ringwraith. His general influence is modified by -1. If he is a Fallen-wizard, this modifier is instead: -9 if his stage points (SPs) exceed 20, -7 if his SPs exceed 15, -5 if his SPs exceed 10, or -3 if his SPs exceed 5 (use the first modifier that applies). Additionally, the Fallen-wizard's hand size is reduced by 1 if his SPs exceed 10, and by 1 if his SPs exceed 20. Cannot be duplicated on a given character. Discard when any play deck is exhausted. 
Echoes of the Song	MEWH	mewh_echoesofthesong.jpg	Hazard	Short-event	-	Neutral	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"If your opponent has more than one stage card and 4 or more stage points, he must discard one stage card of his choice. Alternatively, force a target character to make a corruption check. Remove this card from the game.   ""Memories of the beauty of Valinor bore power to dispel the corruption of darkness...""-Kuduk Lore "
Flotsam and Jetsam	MEWH	mewh_flotsamandjetsam.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"If a player has 15 or fewer cards in his play deck (20 or fewer if a Fallen-wizard), all effects are automatically canceled which allow him to search through or look at any portion of his play deck or discard pile outside the normal sequence of play. Discard when any play deck is exhausted. Cannot be duplicated.   ""'...busy with his fiery thoughts. He has forgotten Treebeard.""-LotRIII "
Fool's Bane	MEWH	mewh_foolsbane.jpg	Hazard	Permanent-event	-	Neutral	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a Fallen-wizard. Influence checks he makes against hero resources are modified by: -9 if his stage points (SPs) exceed 18, -7 if his stage points (SPs) exceed 12, -5 if his stage points (SPs) exceed 7, -3 if his stage points (SPs) exceed 3, -1 if his stage points (SPs) exceed 0 (use the first modifier that applies). Additionally, his Elf characters and Elf factions are each worth 0 Marshaling points. Cannot be duplicated on a given Fallen-wizard. Discard when any play deck is exhausted.  
Foul Tooth Unsheathed	MEWH	mewh_foultoothunsheathed.jpg	Hazard	Permanent-event	-	Neutral	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable if your opponent is a Fallen-wizard. If your opponent has 7 or more stage points and is not Alatar, hazards his company defeat (while this card is in play) without an asterisk [*] are worth no Marshaling points. This card overrides any conflicting resources.   ""'...One ill turn deserves another.'""-LotRIII "
Goblin-faces	MEWH	mewh_goblinfaces.jpg	Hazard	Creature	Orcs Man Men	Neutral	Rare	1	-	-	-	-	-	7.0	-	-	-	-	-	B	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	0.0	Orcs. Men. 3 strikes. Following the attack, the attacker looks at a number of cards from the top of the defender's play deck equal to the number of successful strikes of the attack. The attacker may place any of these cards face down on the bottom of the defender's bottom of the defender's play deck (in any order he chooses). He places the rest on top of the defender's deck (in any order he chooses). 
Heart Grown Cold	MEWH	mewh_heartgrowncold.jpg	Hazard	Permanent-event	-	Neutral	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	"Fallen-wizard players must use minion site cards for hero Havens [H]. If a Fallen-wizard has more than 4 stage points, his player must also use minion site cards for Free-holds [F]. If a Fallen-wizard has more than 7 stage points, his player must also use minion site cards for Border-holds [B].   ""'You should have been a king's jester and earned your bread, and stripes too, by mimicking his counselors.'""-LotRIII "
In the Grip of Ambition	MEWH	mewh_inthegripofambition.jpg	Hazard	Permanent-event	Corruption	Neutral	Common	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	0.0	Corruption. Playable on a Fallen-wizard or a Wizard. He receives 1 corruption point (CP). If he is a Fallen-wizard, he receives 2 stage points. If he has more than 7 stage points, he receives an additional stage point. Cannot be duplicated on a given character. During his organization phase, target may tap to attempt to remove this card. Make a roll-if this result is greater than 8, discard this card. 
Inner Rot	MEWH	mewh_innerrot.jpg	Hazard	Permanent-event	Corruption	Neutral	Rare	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	0.0	Corruption. Playable on a Wizard or a Fallen-wizard. He receives 1 corruption point (CP). If he is a Fallen-wizard, he receives 2 stage points and the CPs received are instead: 4 CPs if his stage points (SPs) exceed 18, 3 CPs if his SPs exceed 11, 2 CPs if his SPs exceed 5, 1 CP if his SPs exceed 0 (use the first that applies). The target makes a corruption check whenever his controlling player plays a stage card. Cannot be duplicated on a given character. During his organization phase, target may tap to attempt to remove this card. Make a roll-if this result is greater than 6, discard this card. 
Ire of the East	MEWH	mewh_ireoftheeast.jpg	Hazard	Short-event	-	Neutral	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Targets and cancels one minion short-event played by a Fallen-wizard earlier in the same chain of effects. This card can be played at any time and does not count against the hazard limit. Remove this card from the game.  ""'So whether he will or no, he will appear a rebel.'""-LotRII "
Longing for the West	MEWH	mewh_longingforthewest.jpg	Hazard	Permanent-event	Corruption	Neutral	Uncommon	-	-	-	-	-	-	-	-	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Corruption. Playable on a Wizard or a Fallen-wizard. He receives 2 corruption points and makes a corruption check at the end of his untap phase if not at a Haven [H] (or Wizardhaven). Cannot be duplicated on a given character. During his Organization phase, target may tap to attempt to remove this card. Make a roll-if this result is greater than 6, discard this card. 
Mask Torn	MEWH	mewh_masktorn.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Fallen-wizards may not bring characters with more than 4 mind into play. If a Fallen-wizard has more than 9 stage points, he may not bring characters with more than 3 mind into play. Discard when any play deck is exhausted.  ""...they smiled, as men do who see through a juggler's trick while others gape at it.""-LotRIII "
Nature's Revenge	MEWH	mewh_naturesrevenge.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	7.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	0.0	Playable on a site in a Wilderness [w] that normally is a Border-hold [B] or a Shadow-hold [S], or a non-protected Wizardhaven [W] in a Wilderness [w]. All versions of the site become Ruins & Lairs [R] and gain an additional automatic-attack: animals-each character faces 1 strike with 7 prowess. Discard when the site is returned to its location deck.  
Power Relinquished to Artifice	MEWH	mewh_powerrelinquishedtoartifice.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a Wizard, Fallen-wizard, or Ringwraith. His prowess and direct influence are each modified by -1. If he is a Fallen-wizard, these modifiers are instead: -5 if his stage points (SPs) exceed 20, -4 if his SPs exceed 15, -3 if his SPs exceed 10, -2 if his SPs exceed 5 (use the first modifier that applies). For Alatar and Radagast, reduce the modifier to 0 for prowess and double it for direct influence. Cannot be duplicated on a given character. Discard when any play deck is exhausted.  
Rolled down to the Sea	MEWH	mewh_rolleddowntothesea.jpg	Hazard	Short-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Unique. Opponent must discard a ring from his hand or from one of his companies, if available. If no such rings are available as such, he must reveal his hand to you.  ""'Into Anduin the Great it fell; and long ago, while Sauron slept, it was rolled down the River to the Sea. There let it lie until the End.'""-LotRII  "
Something Else at Work	MEWH	mewh_somethingelseatwork.jpg	Hazard	Permanent-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a character. Any influence check he makes is modified by -1 and any test for a gold ring in his company is modified by -1. If he is a Fallen-wizard, these modifiers are both instead: -4 if his stage points (SPs) exceed 14, -3 if his stage points (SPs) exceed 9, -2 if his stage points (SPs) exceed 4, -1 if his stage points (SPs) exceed 0 (use the first modifier that applies). Cannot be duplicated on a given character. Discard when any play deck is exhausted.  
Whole Villages Roused	MEWH	mewh_wholevillagesroused.jpg	Hazard	Short-event	-	Neutral	Rare	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Playable on a hero Border-hold [B] or Free-hold [F]. The site has the automatic-attacks indicated on the corresponding minion site card (detainment against hero companies) but with +2 prowess. Alternatively, playable on a minion Shadow-hold [S] or Dark-hold [D]. The site has the automatic-attacks indicated on the corresponding hero site card (detainment against overt companies) but with +2 prowess.  
Will You Not Come Down?	MEWH	mewh_willyounotcomedown.jpg	Hazard	Permanent-event	-	Neutral	Uncommon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	-	0.0	-	0.0	"Playable on a Fallen-wizard at a Wizardhaven [W]. Your opponent must choose either: discard from play enough stage cards (of his choice) to reduce his stage point total below 7 or to receive 4 stage points. Cannot be duplicated on a given Fallen-wizard.   ""'And I have the power to protect you. I am giving you a last chance.'""-LotRIII  "
A Merrier World	MEWH	mewh_amerrierworld.jpg	Resource	Permanent-event	-	Fallen/Lord	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	0.0	"Playable if you have more than 7 stage points. Hazards your company defeat (for which you otherwise get 1 MP) are each worth full kill Marshaling points. Cannot be duplicated by a given player.  ""'...the northern world would be merrier for many a long day. The dragon was dead and the goblins overthrown...""-Hob "
A New Ringlord	MEWH	mewh_anewringlord.jpg	Resource	Permanent-event	One Ring	Fallen-wizard	Rare	-	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	0.0	Playable on your Fallen-wizard if he has The One Ring at one of your Wizardhavens [W]. Only one A New Ringlord may be played in a given turn. Make a roll during each of your end-of-turn phases if your Fallen-wizard is at a Ruins & Lairs [R] where Information is playable. Add 1 for each A New Ringlord you have in play. If the result is less than 6, your Fallen-wizard is eliminated. If the result is greater than 9, you win the game. 
A Panoply of Wings	MEWH	mewh_apanoplyofwings.jpg	Resource	Faction	Animal	Hero	Common	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Playable at any tapped or untapped non-Haven, non-Shadow-hold, non-Dark-hold site in a Wilderness [w] if the influence check is greater than 11.  Standard Modifications: if Radagast is your Wizard (+3). Discard this faction to make information playable at such a site.  ""'Tell them to bring news of anything that bears on this matter...'""-LotRII "
A Strident Spawn	MEWH	mewh_astridentspawn.jpg	Resource	Permanent-event	-	Fallen-wizard	Uncommon	1	Pallando Saruman	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	-	1.0	1.0	0.0	Playable if you are Pallando or Saruman and have 6 or more stage points and a protected Wizardhaven [W]. Each of your Half-orcs requires one less point of influence to control. During your organization phase, you may take one Half-orc character from your discard pile to your hand. You may play Half-orc characters at your Wizardhavens [W], and even if your Fallen-wizard is not there. Cannot be duplicated by a given player. 
An Untimely Brood	MEWH	mewh_anuntimelybrood.jpg	Resource	Permanent-event	-	Fallen-wizard	Common	1	Radagast Alatar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	-	0.0	-	0.0	"Playable if you are Radagast or Alatar and have 6 or more stage points and a protected Wizardhaven [W]. One non-unique ally with a mind of 1 is playable at one of your tapped or untapped protected Wizardhavens [W] each of your site phases. Cannot be duplicated by a given player.  ""Thousands could dwell there, workers, servants, slaves, and warriors...""-LotRIII "
Arcane School	MEWH	mewh_arcaneschool.jpg	Resource	Permanent-event	-	Fallen-wizard	Rare	-	Pallando	Sage	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	0.0	"Pallando specific. Sage only. Playable on a non-Hobbit, non-Dwarf sage at one of your Wizardhavens [W] (or in your starting company). The character may use sorcery, spirit-magic, and shadow-magic. Cannot be duplicated on a given character.   ""Rumour holds that the fallen Blue Wizards were the founders of secret cults and arcane magical traditions...""-Kuduk Lore "
Await the Onset	MEWH	mewh_awaittheonset.jpg	Resource	Permanent-event	-	Fallen-wizard	Rare	5	Gandalf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	0.0	Gandalf specific. Playable if you are Gandalf and have at least: 12 stage points, two protected Wizardhavens [W], 4 factions, and 6 characters. Each faction you play after Await the Onset is worth 1 Marshaling point regardless of other cards in play (place these factions under Await the Onset). Each of your Marshaling point cards in a company not in one of your Wizardhavens [W] when the game ends is worth 1 Marshaling point regardless of other cards in play. Cannot be duplicated.  
Bad Company	MEWH	mewh_badcompany.jpg	Resource	Permanent-event	-	Fallen-wizard	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	0.0	"You may play Orc and Troll characters and include them in your starting company. Cannot be duplicated by a given player.  ""'We are the servants of Saruman the Wise, the White Hand: the Hand that gives us Man's-flesh to eat.'""-LotRIII "
Beasts of the Wood	MEWH	mewh_beastsofthewood.jpg	Resource	Faction	Animal	Dual	Common	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	Playable at any tapped or untapped non-Haven, non-Darkhaven, non-Dark-hold site in Woodland Realm, Western Mirkwood, Heart of Mirkwood, Southern Mirkwood, Fangorn, or Cardolan if the influence check is greater than 11.  Standard Modifications: if Radagast is your Wizard (+3). Tap this faction to cancel an attack keyed by name to one of the regions listed above. May also be used as a minion resource card that is only playable by a character in a covert company. 
Blasting Fire	MEWH	mewh_blastingfire.jpg	Resource	Special Item	Technology	Minion	Common	1	-	-	-	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Technology. Playable at a tapped or untapped Shadow-hold [S], Dark-hold [D], or a site with a Dwarf automatic-attack. Discard to cancel all automatic-attacks at a site against the bearer's company, any influence attempts against factions at this site this turn are modified by +2.  ""'But the Orcs have brought...a blasting fire, and with it they took the Wall.'""-LotRIII "
Blind to All Else	MEWH	mewh_blindtoallelse.jpg	Resource	Permanent-event	-	Fallen/Lord	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	0.0	"Your ring items are each worth full Marshaling points. Cannot be duplicated by a given player.  ""'...a lust which he could not conceal shone suddenly in his eyes.'""-LotRII "
Bow of Alatar	MEWH	mewh_bowofalatar.jpg	Resource	Permanent-event	Bow	Fallen-wizard	Rare	-	Alatar	-	-	-	-	-	-	1.0	tap	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	1.0	-	0.0	"Unique. Alatar specific. Place this card on Alatar if he is in play. If on Alatar, you may tap Bow of Alatar to allow him to face a strike from an attack against his company regardless of the attack's normal capabilities and his status. If such a strike fails, the attack's body is reduced by 1.   ""...longer and stouter than the bows of Mirkwood and strung with a string of elf-hair.""-LotRII "
Chambers in the Royal Court	MEWH	mewh_chambersintheroyalcourt.jpg	Resource	Permanent-event	-	Fallen-wizard	Uncommon	-	Gandalf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	0.0	Gandalf specific. Playable on one of your hero Free-hold [F] sites in play. This site becomes a Wizardhaven [W] for your companies, loses all automatic-attacks against your companies, and is one of Gandalf's home sites. Nothing is considered playable as written on the site card. If one of your companies is at this site, all attacks against it are canceled. Other Fallen-wizards may not use this site as a Wizardhaven [W]. Discard this card when the site is discarded or returned to its location deck. It cannot be discarded otherwise. Cannot be duplicated on a given site.
Counterfeit	MEWH	mewh_counterfeit.jpg	Resource	Permanent-event	Magic	Minion	Rare	-	-	Spirit-magic	-	-	-	-	-	3.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	Magic. Spirit-magic. Playable on an Orc character in a spirit-magic using character's company. The Orc is considered to be a Half-orc for all purposes. Unless he is a Ringwraith, the spirit-magic using character makes a corruption check modified by -3. Discard if the Orc character is in a company that does not contain a spriti-magic using character. 
Crept Along Cleverly	MEWH	mewh_creptalongcleverly.jpg	Resource	Short-event	-	Minion	Common	-	-	Ranger	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0	"Ranger only. Cancels a Wolf, Animal, Spider, Dragon, or Undead attack against a ranger's company.  ""Having made up his mind he crept along as cleverly as he could.""-Hob "
Delver's Harvest	MEWH	mewh_delversharvest.jpg	Resource	Permanent-event	Ore	Fallen/Lord	Uncommon	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	1.0	-	0.0	"Playable during the site phase if one of your companies enters the Deep Mines site.   ""'Such things they have found here, it is true, especially iron...'""-LotRII "
Double-dealing	MEWH	mewh_doubledealing.jpg	Resource	Permanent-event	-	Fallen/Lord	Common	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	0.0	"Playable on a site. If the site is a minion-site, you may play appropriate hero resources there. If the site is a hero site, you may play appropriate minion resources there. Discard when this site is discarded or returned to your location deck.  ""'...and you have cheated your new master, or tried to do so.'""-LotRIII "
Earth-eater	MEWH	mewh_eartheater.jpg	Resource	Permanent-event	Technology	Fallen/Lord	Rare	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0	-	0.0	"Technology. Playable during the sit phase if one of your companies enters the Deep Mines site and you have more Delver's Harvest cards in play than you have Earth-eater cards. Tap Earth-eater to take a minion non-unique weapon/armor/shield/helmet major item from your sideboard or discard pile to your hand.  ""'...they delved too greedily and too deep...'""-LotRII "
Fortress of the Towers	MEWH	mewh_fortressofthetowers.jpg	Resource	Permanent-event	-	Fallen-wizard	Uncommon	-	Alatar Pallando Saruman	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	1.0	1.0	0.0	Unique. May not be a starting stage card. Playable if you are Alatar, Pallando, or Saruman. Playable on the White Towers. The White Towers is protected. Other Fallen-wizards may not use the Wizardhaven [W] card for The White Towers. Cards that give Marshaling points are not playable at the site by your opponent in all cases. A company moving to or from The White Towers is not considered to be moving through Arthedain (including one less Wilderness [w] in their site path). Discard this card when the site is discarded or returned to its location deck 
Friend of Secret Things	MEWH	mewh_friendofsecretthings.jpg	Resource	Permanent-event	-	Fallen-wizard	Uncommon	-	Radagast	-	-	-	-	-	-	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	0.0	-	0.0	"Unique. Radagast specific. Your companies with a company size of 2 or less may play allies at tapped sites.   ""...he spent his labors among the wild creatures of Endor and so earned his name, 'Tender of Beasts.'""-Kuduk Lore "
